20160513,PTGR176,FASE 1 LANZA JAU,5620.704,MAMP030,MOGOLLA,61.68919,63100
20160513,PTGR176,FASE 1 LANZA JAU,5620.704,MAMP331,DDGS,340.1978,63100
20160513,PTGR176,FASE 1 LANZA JAU,5620.704,MAMP000,MAIZ,3324.866,63100
20160513,PTGR176,FASE 1 LANZA JAU,5620.704,MAMP040,SOYA,1031.933,63100
20160513,PTGR176,FASE 1 LANZA JAU,5620.704,MAMP045,SOYA EXTRUIDA,277,63100
20160513,PTGR176,FASE 1 LANZA JAU,5620.704,MAMP010,BIOFOS,28,63100
20160513,PTGR176,FASE 1 LANZA JAU,5620.704,MAMP050,CALCIO GRANO,557.0171,63100
20160513,PTGR176,FASE 1 LANZA JAU,9357.399,MAMP030,MOGOLLA,100.2867,63101
20160513,PTGR176,FASE 1 LANZA JAU,9357.399,MAMP331,DDGS,567.4081,63101
20160513,PTGR176,FASE 1 LANZA JAU,9357.399,MAMP000,MAIZ,5536.151,63101
20160513,PTGR176,FASE 1 LANZA JAU,9357.399,MAMP040,SOYA,1716.865,63101
20160513,PTGR176,FASE 1 LANZA JAU,9357.399,MAMP045,SOYA EXTRUIDA,459,63101
20160513,PTGR176,FASE 1 LANZA JAU,9357.399,MAMP010,BIOFOS,46,63101
20160513,PTGR176,FASE 1 LANZA JAU,9357.399,MAMP050,CALCIO GRANO,931.6881,63101
20160513,PTGR176,FASE 1 LANZA JAU,1868.5748,MAMP030,MOGOLLA,19.9582,63102
20160513,PTGR176,FASE 1 LANZA JAU,1868.5748,MAMP331,DDGS,112.9457,63102
20160513,PTGR176,FASE 1 LANZA JAU,1868.5748,MAMP000,MAIZ,1106.777,63102
20160513,PTGR176,FASE 1 LANZA JAU,1868.5748,MAMP040,SOYA,344.28,63102
20160513,PTGR176,FASE 1 LANZA JAU,1868.5748,MAMP045,SOYA EXTRUIDA,91,63102
20160513,PTGR176,FASE 1 LANZA JAU,1868.5748,MAMP010,BIOFOS,9,63102
20160513,PTGR176,FASE 1 LANZA JAU,1868.5748,MAMP050,CALCIO GRANO,184.6139,63102
