20160518,PTGR171,FASE 1 PON L R,26351.62,MAMP331,DDGS,1865.191,63135
20160518,PTGR171,FASE 1 PON L R,26351.62,MAMP000,MAIZ,15903.11,63135
20160518,PTGR171,FASE 1 PON L R,26351.62,MAMP040,SOYA,5495.326,63135
20160518,PTGR171,FASE 1 PON L R,26351.62,MAMP045,SOYA EXTRUIDA,274.001,63135
20160518,PTGR171,FASE 1 PON L R,26351.62,MAMP010,BIOFOS,124.052,63135
20160518,PTGR171,FASE 1 PON L R,26351.62,MAMP050,CALCIO GRANO,2578.244,63135
20160518,PTGR171,FASE 1 PON L R,26351.62,MAMP015,ACEITE,111.7,63135
20160518,PTGR161,POSPICO P L R,54541.77,MAMP331,DDGS,3301.278,63136
20160518,PTGR161,POSPICO P L R,54541.77,MAMP000,MAIZ,33010.98,63136
20160518,PTGR161,POSPICO P L R,54541.77,MAMP040,SOYA,11519.55,63136
20160518,PTGR161,POSPICO P L R,54541.77,MAMP045,SOYA EXTRUIDA,1013.125,63136
20160518,PTGR161,POSPICO P L R,54541.77,MAMP010,BIOFOS,323.02,63136
20160518,PTGR161,POSPICO P L R,54541.77,MAMP050,CALCIO GRANO,5084.821,63136
20160518,PTGR161,POSPICO P L R,54541.77,MAMP015,ACEITE,289,63136
