id_empresa	id_formula	fecha	orden_empaque	tipo_registro	orden_empaque_anterior	cantidad_producida	n_batches	id_usuario	fec_registro	ind_macro	costo_m_prima_usada	cant_m_prima_usada	costo_unitario_orden	unidad_medida	ind_inventarios	costo_m_obra	costo_indirecto	costo_total	ind_inventarios_entrada
01	PTGR152	01/12/1999 00:00:00	13668	C		16200.00	9.00	IBPC	07/01/2000 07:46:16:08	N	349689.130	111.990	3122.500						
01	PTGR150	01/12/1999 00:00:00	13669	C		32400.00	18.00	IBPC	07/01/2000 07:46:16:19	N	687805.100	217.510	3162.180						
01	PTGR162	01/12/1999 00:00:00	13672	C		16200.00	9.00	IBPC	07/01/2000 07:46:16:35	N	356101.070	113.220	3145.210						
01	PTGR162	01/12/1999 00:00:00	13673	C		30600.00	17.00	IBPC	07/01/2000 07:46:16:4	N	672635.340	213.860	3145.210						
01	PTRP155	01/12/1999 00:00:00	13666	C		7200.00	4.00	IBPC	07/01/2000 07:46:15:97	N	188117.900	43.660	4308.700						
01	PTGR170	01/12/1999 00:00:00	13670	C		32400.00	18.00	IBPC	07/01/2000 07:46:16:24	N	656733.640	206.780	3176.000						
01	PTGR180	01/12/1999 00:00:00	13671	P	13670	12600.00	7.00	IBPC	07/01/2000 07:46:03:72	S	3732561.480	12555.000	297.300						
01	PTCI161	01/12/1999 00:00:00	13662	C		5400.00	3.00	IBPC	07/01/2000 07:46:15:8	N	123404.200	34.280	3599.890						
01	PTGR162	01/12/1999 00:00:00	13667	P	13666	64800.00	36.00	IBPC	07/01/2000 07:46:02:56	S	22147992.000	64498.000	343.390						
01	PTRP155	01/12/1999 00:00:00	13666	P	13665	7200.00	4.00	IBPC	07/01/2000 07:46:02:34	S	2413188.350	6992.000	345.140						
01	PTRP134	01/12/1999 00:00:00	13663	C		11200.00	8.00	IBPC	07/01/2000 07:46:15:8	N	278749.370	64.010	4354.780						
01	PTGR162	01/12/1999 00:00:00	13667	C		64800.00	36.00	IBPC	07/01/2000 07:46:16:02	N	1424404.250	452.880	3145.210						
01	PTCI111	01/12/1999 00:00:00	13665	P	13664	1800.00	1.00	IBPC	07/01/2000 07:46:02:07	S	739222.020	1954.000	378.310						
01	PTCI111	01/12/1999 00:00:00	13665	C		1800.00	1.00	IBPC	07/01/2000 07:46:15:91	N	41727.610	11.240	3712.420						
01	PTGR162	01/12/1999 00:00:00	13672	P	13671	16200.00	9.00	IBPC	07/01/2000 07:46:03:94	S	5536819.540	16199.000	341.800						
01	PTGR152	01/12/1999 00:00:00	13668	P	13667	16200.00	9.00	IBPC	07/01/2000 07:46:03	S	5531960.060	16139.000	342.770						
01	PTGR150	01/12/1999 00:00:00	13669	P	13668	32400.00	18.00	IBPC	07/01/2000 07:46:03:28	S	11058927.730	32213.000	343.310						
01	PTRP134	01/12/1999 00:00:00	13663	P	13662	11200.00	8.00	IBPC	07/01/2000 07:46:01:36	S	3760201.410	11146.000	337.360						
01	PTCI130	30/11/1999 00:00:00	13652	P	13651	2800.00	2.00	IBPC	02/12/1999 18:41:02:08	S	946970.300	2791.000	339.290						
01	PTGR162	30/11/1999 00:00:00	13655	P	13654	32400.00	18.00	IBPC	02/12/1999 18:41:02:85	S	11080975.090	32257.000	343.520						
01	PTGR134	30/11/1999 00:00:00	13654	C		7000.00	5.00	IBPC	02/12/1999 18:41:13:84	N	93354.360	43.500	2146.080						
01	PTGR150	30/11/1999 00:00:00	13660	C		16200.00	9.00	IBPC	02/12/1999 18:41:14:28	N	343902.560	108.760	3162.030						
01	PTGR162	30/11/1999 00:00:00	13655	C		32400.00	18.00	IBPC	02/12/1999 18:41:13:95	N	712216.310	226.440	3145.280						
01	PTGR176	30/11/1999 00:00:00	13647	C		7200.00	4.00	IBPC	02/12/1999 18:41:13:51	N	149539.520	45.900	3257.940						
01	PTGR176	30/11/1999 00:00:00	13659	P	13658	16200.00	9.00	IBPC	02/12/1999 18:41:03:84	S	5510521.900	16108.000	342.100						
01	PTGR134	30/11/1999 00:00:00	13654	P	13653	7000.00	5.00	IBPC	02/12/1999 18:41:02:63	S	2352293.680	6959.000	338.020						
01	PTCI120	30/11/1999 00:00:00	13649	P	13648	3600.00	2.00	IBPC	02/12/1999 18:41:01:2	S	1386162.320	3575.000	387.740						
01	PTGR105	30/11/1999 00:00:00	13656	C		16200.00	9.00	IBPC	02/12/1999 18:41:13:95	N	265454.920	107.850	2461.330						
01	PTCI130	30/11/1999 00:00:00	13652	C		2800.00	2.00	IBPC	02/12/1999 18:41:13:78	N	50679.790	14.600	3471.220						
01	PTGR162	30/11/1999 00:00:00	13648	P	13647	16200.00	9.00	IBPC	02/12/1999 18:41:00:99	S	5540802.470	16128.000	343.550						
01	PTRP155	30/11/1999 00:00:00	13651	C		5400.00	3.00	IBPC	02/12/1999 18:41:13:73	N	141088.430	32.750	4308.040						
01	PTCI120	30/11/1999 00:00:00	13649	C		3600.00	2.00	IBPC	02/12/1999 18:41:13:62	N	77921.040	21.220	3672.060						
01	PTGR155	30/11/1999 00:00:00	13653	C		9000.00	5.00	IBPC	02/12/1999 18:41:13:84	N	235147.380	54.580	4308.310						
01	PTCI160	30/11/1999 00:00:00	13650	P	13649	7200.00	4.00	IBPC	02/12/1999 18:41:01:53	S	2395533.960	7155.000	334.810						
01	PTCI160	30/11/1999 00:00:00	13650	C		7200.00	4.00	IBPC	02/12/1999 18:41:13:67	N	151124.400	45.600	3314.130						
01	PTGR176	30/11/1999 00:00:00	13659	C		16200.00	9.00	IBPC	02/12/1999 18:41:14:11	N	336463.910	103.270	3258.100						
01	PTGR162	30/11/1999 00:00:00	13648	C		16200.00	9.00	IBPC	02/12/1999 18:41:13:56	N	356108.150	113.220	3145.280						
01	PTRP155	30/11/1999 00:00:00	13651	P	13650	5400.00	3.00	IBPC	02/12/1999 18:41:01:75	S	1857068.820	5377.000	345.370						
01	PTGR170	30/11/1999 00:00:00	13657	P	13656	10800.00	6.00	IBPC	02/12/1999 18:41:03:46	S	3528498.150	10748.000	328.290						
01	PTGR190	30/11/1999 00:00:00	13661	P	13660	9000.00	9.00	IBPC	02/12/1999 18:41:04:39	S	2407612.030	8945.000	269.160						
01	PTGR155	30/11/1999 00:00:00	13653	P	13652	9000.00	5.00	IBPC	02/12/1999 18:41:02:41	S	3087293.710	8943.000	345.220						
01	PTGR130	30/11/1999 00:00:00	13658	P	13657	16800.00	12.00	IBPC	02/12/1999 18:41:03:68	S	5671223.850	16729.000	339.010						
01	PTGR190	30/11/1999 00:00:00	13661	C		9000.00	9.00	IBPC	02/12/1999 18:41:14:33	N	147835.160	65.870	2244.350						
01	PTGR176	30/11/1999 00:00:00	13647	P	13646	7200.00	4.00	IBPC	02/12/1999 18:41:00:71	S	2483890.590	7161.000	346.860						
01	PTGR130	30/11/1999 00:00:00	13658	C		16800.00	12.00	IBPC	02/12/1999 18:41:14:06	N	304078.740	87.600	3471.220						
01	PTGR170	30/11/1999 00:00:00	13657	C		10800.00	6.00	IBPC	02/12/1999 18:41:14:06	N	218911.210	68.930	3175.850						
01	PTGR150	30/11/1999 00:00:00	13660	P	13659	16200.00	9.00	IBPC	02/12/1999 18:41:04:17	S	5539611.840	16101.000	344.050						
01	PTGR105	30/11/1999 00:00:00	13656	P	13655	16200.00	9.00	IBPC	02/12/1999 18:41:03:24	S	6737258.670	16142.000	417.370						
01	PTCI161	29/11/1999 00:00:00	13641	C		10800.00	6.00	IBPC	02/12/1999 18:39:36:34	N	221309.930	69.310	3193.040						
01	PTCI161	29/11/1999 00:00:00	13645	C		3600.00	2.00	IBPC	02/12/1999 18:39:36:62	N	73769.980	23.100	3193.510						
01	PTRP134	29/11/1999 00:00:00	13642	P	13641	12600.00	9.00	IBPC	02/12/1999 18:39:28:93	S	4462140.740	12558.000	355.320						
01	PTGR152	29/11/1999 00:00:00	13646	P	13645	19800.00	11.00	IBPC	02/12/1999 18:39:30:03	S	7171884.210	19686.000	364.310						
01	PTGR152	29/11/1999 00:00:00	13638	C		30600.00	17.00	IBPC	02/12/1999 18:39:36:18	N	660537.280	211.530	3122.660						
01	PTRP134	29/11/1999 00:00:00	13644	C		5600.00	4.00	IBPC	02/12/1999 18:39:36:56	N	139374.690	32.000	4355.460						
01	PTCI161	29/11/1999 00:00:00	13641	P	13640	10800.00	6.00	IBPC	02/12/1999 18:39:28:6	S	3823128.260	10740.000	355.970						
01	PTGR152	29/11/1999 00:00:00	13638	P	13637	30600.00	17.00	IBPC	02/12/1999 18:39:27:72	S	11086553.490	30432.000	364.310						
01	PTCI150	29/11/1999 00:00:00	13636	C		7200.00	4.00	IBPC	02/12/1999 18:39:36:07	N	152845.590	48.340	3161.890						
01	PTCI150	29/11/1999 00:00:00	13636	P	13635	7200.00	4.00	IBPC	02/12/1999 18:39:27:28	S	2623432.100	7152.000	366.810						
01	PTGR174	29/11/1999 00:00:00	13637	C		32400.00	18.00	IBPC	02/12/1999 18:39:36:13	N	666414.510	189.290	3520.600						
01	PTGR170	29/11/1999 00:00:00	13639	C		16200.00	9.00	IBPC	02/12/1999 18:39:36:24	N	328366.820	103.390	3176.000						
01	PTGR152	29/11/1999 00:00:00	13646	C		19800.00	11.00	IBPC	02/12/1999 18:39:36:67	N	427406.470	136.870	3122.720						
01	PTCI180	29/11/1999 00:00:00	13640	C		16200.00	9.00	IBPC	02/12/1999 18:39:36:29	N	314988.860	99.320	3171.450						
01	PTRP134	29/11/1999 00:00:00	13644	P	13643	5600.00	4.00	IBPC	02/12/1999 18:39:29:42	S	1977449.970	5573.000	354.830						
01	PTGR174	29/11/1999 00:00:00	13637	P	13636	32400.00	18.00	IBPC	02/12/1999 18:39:27:5	S	10114552.550	32176.000	314.350						
01	PTCI180	29/11/1999 00:00:00	13640	P	13639	16200.00	9.00	IBPC	02/12/1999 18:39:28:38	S	5001940.860	16117.000	310.350						
01	PTRP155	29/11/1999 00:00:00	13643	C		3600.00	2.00	IBPC	02/12/1999 18:39:36:56	N	94058.950	21.830	4308.700						
01	PTCI161	29/11/1999 00:00:00	13645	P	13644	3600.00	2.00	IBPC	02/12/1999 18:39:29:81	S	1275647.500	3582.000	356.130						
01	PTGR170	29/11/1999 00:00:00	13639	P	13638	16200.00	9.00	IBPC	02/12/1999 18:39:28:16	S	5434728.460	16132.000	336.890						
01	PTRP134	29/11/1999 00:00:00	13642	C		12600.00	9.00	IBPC	02/12/1999 18:39:36:51	N	313593.040	72.010	4354.850						
01	PTRP155	29/11/1999 00:00:00	13643	P	13642	3600.00	2.00	IBPC	02/12/1999 18:39:29:26	S	1243498.130	3578.000	347.540						
01	PTGR162	27/11/1999 00:00:00	13633	C		48600.00	27.00	IBPC	02/12/1999 18:38:11:98	N	1068324.020	339.660	3145.270						
01	PTRP134	27/11/1999 00:00:00	13627	P	13626	19600.00	14.00	IBPC	02/12/1999 18:38:02:75	S	6855297.130	19498.000	351.590						
01	PTGR120	27/11/1999 00:00:00	13635	P	13634	12600.00	7.00	IBPC	02/12/1999 18:38:04:84	S	5059713.990	12534.000	403.680						
01	PTGR152	27/11/1999 00:00:00	13630	C		16200.00	9.00	IBPC	02/12/1999 18:38:11:7	N	349696.060	111.990	3122.570						
01	PTCI180	27/11/1999 00:00:00	13628	C		5400.00	3.00	IBPC	02/12/1999 18:38:11:59	N	104996.270	33.110	3171.130						
01	PTGR152	27/11/1999 00:00:00	13634	P	13633	48600.00	27.00	IBPC	02/12/1999 18:38:04:51	S	17227745.760	48411.000	355.860						
01	PTGR152	27/11/1999 00:00:00	13634	C		48600.00	27.00	IBPC	02/12/1999 18:38:12:03	N	1049088.180	335.960	3122.660						
01	PTGR130	27/11/1999 00:00:00	13629	C		14000.00	10.00	IBPC	02/12/1999 18:38:11:65	N	253398.950	73.000	3471.220						
01	PTGR174	27/11/1999 00:00:00	13632	P	13631	16200.00	9.00	IBPC	02/12/1999 18:38:04:12	S	5162885.700	16080.000	321.070						
01	PTGR152	27/11/1999 00:00:00	13630	P	13629	16200.00	9.00	IBPC	02/12/1999 18:38:03:69	S	1859579196.640	4717417.000	394.190						
01	PTRP134	27/11/1999 00:00:00	13627	C		19600.00	14.00	IBPC	02/12/1999 18:38:11:54	N	487811.400	112.010	4355.070						
01	PTGR162	27/11/1999 00:00:00	13633	P	13632	48600.00	27.00	IBPC	02/12/1999 18:38:04:34	S	17015009.960	48370.000	351.770						
01	PTGR174	27/11/1999 00:00:00	13632	C		16200.00	9.00	IBPC	02/12/1999 18:38:11:81	N	333207.200	94.640	3520.790						
01	PTGR162	27/11/1999 00:00:00	13631	C		64800.00	36.00	IBPC	02/12/1999 18:38:11:81	N	1424432.020	452.880	3145.270						
01	PTCI180	27/11/1999 00:00:00	13628	P	13627	5400.00	3.00	IBPC	02/12/1999 18:38:02:97	S	1633118.830	5367.000	304.290						
01	PTGR120	27/11/1999 00:00:00	13635	C		12600.00	7.00	IBPC	02/12/1999 18:38:12:09	N	296666.970	81.480	3640.980						
01	PTGR162	27/11/1999 00:00:00	13631	P	13630	64800.00	36.00	IBPC	02/12/1999 18:38:03:91	S	22704072.800	64513.000	351.930						
01	PTGR130	27/11/1999 00:00:00	13629	P	13628	14000.00	10.00	IBPC	02/12/1999 18:38:03:19	S	-1848972636.310	-4687349.000	394.460						
01	PTRP191	26/11/1999 00:00:00	13610	C		8400.00	6.00	IBPC	02/12/1999 18:37:08:38	N	190254.830	46.630	4080.100						
01	PTRP191	26/11/1999 00:00:00	13610	P	13609	8400.00	6.00	IBPC	02/12/1999 18:36:54:42	S	3223528.240	8363.000	385.450						
01	PTGR105	26/11/1999 00:00:00	13618	C		16200.00	9.00	IBPC	02/12/1999 18:37:08:71	N	265454.770	107.850	2461.330						
01	PTGR152	26/11/1999 00:00:00	13620	C		30600.00	17.00	IBPC	02/12/1999 18:37:08:81	N	660537.000	211.530	3122.660						
01	PTGR170	26/11/1999 00:00:00	13624	P	13623	16200.00	9.00	IBPC	02/12/1999 18:36:58:21	S	5387605.150	16115.000	334.320						
01	PTRP155	26/11/1999 00:00:00	13617	C		23400.00	13.00	IBPC	02/12/1999 18:37:08:65	N	611383.100	141.910	4308.250						
01	PTRP134	26/11/1999 00:00:00	13614	P	13613	14000.00	10.00	IBPC	02/12/1999 18:36:55:52	S	5702537.590	13943.000	408.990						
01	PTCI160	26/11/1999 00:00:00	13611	C		10800.00	6.00	IBPC	02/12/1999 18:37:08:43	N	226686.520	68.410	3313.650						
01	PTRP155	26/11/1999 00:00:00	13617	P	13616	23400.00	13.00	IBPC	02/12/1999 18:36:56:29	S	9439069.410	23272.000	405.600						
01	PTGR190	26/11/1999 00:00:00	13626	C		5000.00	5.00	IBPC	02/12/1999 18:37:09:31	N	82130.600	36.600	2244.010						
01	PTGR190	26/11/1999 00:00:00	13626	P	13625	5000.00	5.00	IBPC	02/12/1999 18:36:58:65	S	1334138.470	4909.000	271.770						
01	PTGR152	26/11/1999 00:00:00	13620	P	13619	30600.00	17.00	IBPC	02/12/1999 18:36:57:17	S	10901382.860	30482.000	357.630						
01	PTGR105	26/11/1999 00:00:00	13618	P	13617	16200.00	9.00	IBPC	02/12/1999 18:36:56:51	S	6888949.480	16138.000	426.880						
01	PTRP134	26/11/1999 00:00:00	13614	C		14000.00	10.00	IBPC	02/12/1999 18:37:08:54	N	348436.710	80.010	4354.910						
01	PTCI160	26/11/1999 00:00:00	13611	P	13610	10800.00	6.00	IBPC	02/12/1999 18:36:54:64	S	4421257.230	10751.000	411.240						
01	PTGA501	26/11/1999 00:00:00	13616	P	13615	1840.00	2.00	IBPC	02/12/1999 18:36:56:07	S	716731.510	1832.000	391.230						
01	PTGR130	26/11/1999 00:00:00	13625	C		12600.00	9.00	IBPC	02/12/1999 18:37:09:25	N	228059.060	65.700	3471.220						
01	PTGR155	26/11/1999 00:00:00	13622	C		45000.00	25.00	IBPC	02/12/1999 18:37:08:92	N	1175736.730	272.900	4308.310						
01	PTRL137	26/11/1999 00:00:00	13613	C		1400.00	1.00	IBPC	02/12/1999 18:37:08:49	N	30741.610	8.120	3785.910						
01	PTGR130	26/11/1999 00:00:00	13625	P	13624	12600.00	9.00	IBPC	02/12/1999 18:36:58:43	S	4409626.430	12563.000	351.000						
01	PTGR176	26/11/1999 00:00:00	13621	P	13620	16200.00	9.00	IBPC	02/12/1999 18:36:57:34	S	5633241.530	16108.000	349.720						
01	PTCI133	26/11/1999 00:00:00	13612	C		2800.00	2.00	IBPC	02/12/1999 18:37:08:49	N	69314.290	18.000	3850.790						
01	PTGA501	26/11/1999 00:00:00	13616	C		1840.00	2.00	IBPC	02/12/1999 18:37:08:6	N	13106.340	13.000	1008.180						
01	PTGR176	26/11/1999 00:00:00	13621	C		16200.00	9.00	IBPC	02/12/1999 18:37:08:87	N	336463.760	103.270	3258.100						
01	PTGR120	26/11/1999 00:00:00	13623	P	13622	16200.00	9.00	IBPC	02/12/1999 18:36:57:99	S	6523993.320	16099.000	405.240						
01	PTGA500	26/11/1999 00:00:00	13615	C		1840.00	2.00	IBPC	02/12/1999 18:37:08:54	N	13150.100	13.400	981.350						
01	PTGR170	26/11/1999 00:00:00	13624	C		16200.00	9.00	IBPC	02/12/1999 18:37:09:03	N	328366.710	103.390	3176.000						
01	PTGR155	26/11/1999 00:00:00	13619	P	13618	16200.00	9.00	IBPC	02/12/1999 18:36:56:84	S	6085829.720	16111.000	377.740						
01	PTGR155	26/11/1999 00:00:00	13619	C		16200.00	9.00	IBPC	02/12/1999 18:37:08:76	N	423265.230	98.240	4308.480						
01	PTGR155	26/11/1999 00:00:00	13622	P	13621	45000.00	25.00	IBPC	02/12/1999 18:36:57:72	S	15913364.210	44732.000	355.750						
01	PTRL137	26/11/1999 00:00:00	13613	P	13612	1400.00	1.00	IBPC	02/12/1999 18:36:55:3	S	587075.880	1394.000	421.140						
01	PTGR120	26/11/1999 00:00:00	13623	C		16200.00	9.00	IBPC	02/12/1999 18:37:08:98	N	381428.950	104.760	3640.980						
01	PTGA500	26/11/1999 00:00:00	13615	P	13614	1840.00	2.00	IBPC	02/12/1999 18:36:55:74	S	614767.860	1837.000	334.660						
01	PTCI133	26/11/1999 00:00:00	13612	P	13611	2800.00	2.00	IBPC	02/12/1999 18:36:54:92	S	1181721.600	2793.000	423.100						
01	PTGR150	25/11/1999 00:00:00	13609	P	13608	45000.00	25.00	IBPC	02/12/1999 18:33:07:03	S	18697071.250	44813.000	417.220						
01	PTCI133	25/11/1999 00:00:00	13600	C		1400.00	1.00	IBPC	02/12/1999 18:33:13:13	N	34657.140	9.000	3850.790						
01	PTRP191	25/11/1999 00:00:00	13607	C		5600.00	4.00	IBPC	02/12/1999 18:33:13:46	N	126836.560	31.080	4080.970						
01	PTRP155	25/11/1999 00:00:00	13597	C		21600.00	12.00	IBPC	02/12/1999 18:33:13:02	N	564353.630	130.990	4308.370						
01	PTRL154	25/11/1999 00:00:00	13604	P	13603	9000.00	5.00	IBPC	02/12/1999 18:33:05:55	S	3796981.370	8950.000	424.240						
01	PTRL154	25/11/1999 00:00:00	13604	C		9000.00	5.00	IBPC	02/12/1999 18:33:13:29	N	298829.110	58.620	5097.730						
01	PTRL153	25/11/1999 00:00:00	13603	P	13602	3600.00	2.00	IBPC	02/12/1999 18:33:05:33	S	1513284.570	3588.000	421.760						
01	PTGR152	25/11/1999 00:00:00	13598	C		5400.00	3.00	IBPC	02/12/1999 18:33:13:07	N	114078.540	35.980	3170.610						
01	PTCI133	25/11/1999 00:00:00	13600	P	13598	1400.00	1.00	IBPC	02/12/1999 18:33:04:78	S	595317.250	1388.000	428.900						
01	PTRL172	25/11/1999 00:00:00	13605	P	13604	1800.00	1.00	IBPC	02/12/1999 18:33:05:99	S	737327.220	1793.000	411.230						
01	PTRL153	25/11/1999 00:00:00	13603	C		3600.00	2.00	IBPC	02/12/1999 18:33:13:24	N	107997.750	25.010	4318.180						
01	PTGR152	25/11/1999 00:00:00	13598	P	13597	5400.00	3.00	IBPC	02/12/1999 18:33:04:51	S	2290912.800	5372.000	426.450						
01	PTRL172	25/11/1999 00:00:00	13605	C		1800.00	1.00	IBPC	02/12/1999 18:33:13:35	N	52367.550	11.800	4437.930						
01	PTRP191	25/11/1999 00:00:00	13607	P	13606	5600.00	4.00	IBPC	02/12/1999 18:33:06:43	S	2133701.490	5576.000	382.660						
01	PTCI161	25/11/1999 00:00:00	13602	C		12600.00	7.00	IBPC	02/12/1999 18:33:13:18	N	258194.870	80.860	3193.110						
01	PTRP123	25/11/1999 00:00:00	13606	C		7200.00	4.00	IBPC	02/12/1999 18:33:13:4	N	201914.410	45.400	4447.450						
01	PTRP155	25/11/1999 00:00:00	13597	P	13596	21600.00	12.00	IBPC	02/12/1999 18:33:04:29	S	8677309.930	21486.000	403.860						
01	PTGR162	25/11/1999 00:00:00	13608	P	13607	63000.00	35.00	IBPC	02/12/1999 18:33:06:81	S	25896830.180	62737.000	412.780						
01	PTGR162	25/11/1999 00:00:00	13608	C		63000.00	35.00	IBPC	02/12/1999 18:33:13:51	N	1355851.710	424.550	3193.620						
01	PTGR150	25/11/1999 00:00:00	13609	C		45000.00	25.00	IBPC	02/12/1999 18:33:13:57	N	955284.420	302.100	3162.150						
01	PTCI161	25/11/1999 00:00:00	13602	P	13600	12600.00	7.00	IBPC	02/12/1999 18:33:05:11	S	5115915.710	12529.000	408.330						
01	PTRP123	25/11/1999 00:00:00	13606	P	13605	7200.00	4.00	IBPC	02/12/1999 18:33:06:21	S	3032517.770	7158.000	423.650						
01	PTGR180	24/11/1999 00:00:00	13594	C		14400.00	8.00	IBPC	02/12/1999 18:31:46:95	N	276024.880	85.180	3240.490						
01	PTRP175	24/11/1999 00:00:00	13588	P	13587	1800.00	1.00	IBPC	02/12/1999 18:31:37:01	S	675979.500	1783.000	379.120						
01	PTGR162	24/11/1999 00:00:00	13591	P	13590	36000.00	20.00	IBPC	02/12/1999 18:31:37:78	S	14808184.680	35849.000	413.070						
01	PTRP175	24/11/1999 00:00:00	13588	C		1800.00	1.00	IBPC	02/12/1999 18:31:46:46	N	56129.120	11.420	4914.980						
01	PTRL154	24/11/1999 00:00:00	13584	P	13583	3600.00	2.00	IBPC	02/12/1999 18:31:35:8	S	1525071.690	3587.000	425.170						
01	PTGR150	24/11/1999 00:00:00	13593	C		25200.00	14.00	IBPC	02/12/1999 18:31:46:73	N	534959.270	169.180	3162.070						
01	PTGR162	24/11/1999 00:00:00	13591	C		36000.00	20.00	IBPC	02/12/1999 18:31:46:62	N	774772.410	242.600	3193.620						
01	PTCI161	24/11/1999 00:00:00	13582	C		23400.00	13.00	IBPC	02/12/1999 18:31:46:02	N	479504.750	150.180	3192.870						
01	PTGR180	24/11/1999 00:00:00	13594	P	13593	14400.00	8.00	IBPC	02/12/1999 18:31:38:49	S	5366857.230	14340.000	374.260						
01	PTCI180	24/11/1999 00:00:00	13589	P	13588	16200.00	9.00	IBPC	02/12/1999 18:31:37:23	S	6032136.510	16115.000	374.320						
01	PTRL154	24/11/1999 00:00:00	13584	C		3600.00	2.00	IBPC	02/12/1999 18:31:46:13	N	119531.640	23.450	5097.300						
01	PTGR174	24/11/1999 00:00:00	13596	C		19800.00	11.00	IBPC	02/12/1999 18:31:47:01	N	407253.230	115.680	3520.520						
01	PTGR150	24/11/1999 00:00:00	13593	P	13592	25200.00	14.00	IBPC	02/12/1999 18:31:38:33	S	10472094.130	25076.000	417.610						
01	PTCI161	24/11/1999 00:00:00	13582	P	13581	23400.00	13.00	IBPC	02/12/1999 18:31:35:36	S	9515758.420	23289.000	408.590						
01	PTCI180	24/11/1999 00:00:00	13589	C		16200.00	9.00	IBPC	02/12/1999 18:31:46:51	N	314988.800	99.320	3171.450						
01	PTRP155	24/11/1999 00:00:00	13587	C		27000.00	15.00	IBPC	02/12/1999 18:31:46:4	N	705442.040	163.740	4308.310						
01	PTRL172	24/11/1999 00:00:00	13585	C		3600.00	2.00	IBPC	02/12/1999 18:31:46:24	N	104735.090	23.600	4437.930						
01	PTRL172	24/11/1999 00:00:00	13585	P	13584	3600.00	2.00	IBPC	02/12/1999 18:31:36:13	S	1471022.020	3580.000	410.900						
01	PTGR174	24/11/1999 00:00:00	13596	P	13594	19800.00	11.00	IBPC	02/12/1999 18:31:38:71	S	7457944.430	19653.000	379.480						
01	PTRP155	24/11/1999 00:00:00	13587	P	13586	27000.00	15.00	IBPC	02/12/1999 18:31:36:57	S	10854365.020	26863.000	404.060						
01	PTRP123	24/11/1999 00:00:00	13586	P	13585	1800.00	1.00	IBPC	02/12/1999 18:31:36:41	S	756072.530	1786.000	423.330						
01	PTRL153	24/11/1999 00:00:00	13583	C		3600.00	2.00	IBPC	02/12/1999 18:31:46:07	N	107997.750	25.010	4318.180						
01	PTGR155	24/11/1999 00:00:00	13592	C		32400.00	18.00	IBPC	02/12/1999 18:31:46:68	N	846530.450	196.490	4308.260						
01	PTRP123	24/11/1999 00:00:00	13586	C		1800.00	1.00	IBPC	02/12/1999 18:31:46:35	N	50478.610	11.350	4447.450						
01	PTGR105	24/11/1999 00:00:00	13590	P	13589	16200.00	9.00	IBPC	02/12/1999 18:31:37:39	S	6940719.170	16136.000	430.140						
01	PTGR155	24/11/1999 00:00:00	13592	P	13591	32400.00	18.00	IBPC	02/12/1999 18:31:38:11	S	13027075.040	32237.000	404.100						
01	PTGR105	24/11/1999 00:00:00	13590	C		16200.00	9.00	IBPC	02/12/1999 18:31:46:57	N	265454.770	107.850	2461.330						
01	PTRL153	24/11/1999 00:00:00	13583	P	13582	3600.00	2.00	IBPC	02/12/1999 18:31:35:58	S	1510072.710	3584.000	421.340						
01	PTRP191	23/11/1999 00:00:00	13579	P	13578	7000.00	5.00	IBPC	02/12/1999 18:30:05:89	S	2714306.890	6972.000	389.320						
01	PTCI180	23/11/1999 00:00:00	13578	C		3600.00	2.00	IBPC	02/12/1999 18:30:13:58	N	69997.520	22.070	3171.610						
01	PTCI180	23/11/1999 00:00:00	13578	P	13577	3600.00	2.00	IBPC	02/12/1999 18:30:05:67	S	1351695.910	3573.000	378.310						
01	PTRP191	23/11/1999 00:00:00	13579	C		7000.00	5.00	IBPC	02/12/1999 18:30:13:63	N	158545.700	38.850	4080.970						
01	PTCI161	23/11/1999 00:00:00	13580	P	13579	14400.00	8.00	IBPC	02/12/1999 18:30:06:11	S	5698910.170	14322.000	397.910						
01	PTGR152	23/11/1999 00:00:00	13581	C		61200.00	34.00	IBPC	02/12/1999 18:30:13:74	N	1292890.190	407.760	3170.710						
01	PTCI161	23/11/1999 00:00:00	13580	C		14400.00	8.00	IBPC	02/12/1999 18:30:13:69	N	295079.840	92.420	3192.810						
01	PTGR152	23/11/1999 00:00:00	13581	P	13580	61200.00	34.00	IBPC	02/12/1999 18:30:06:44	S	24073337.000	60891.000	395.350						
01	PTGR160	22/11/1999 00:00:00	13565	C		1800.00	1.00	IBPC	02/12/1999 18:28:46:91	N	37781.110	11.400	3314.130						
01	PTCI160	22/11/1999 00:00:00	13570	P	13569	12600.00	7.00	IBPC	02/12/1999 18:28:37:13	S	4655777.320	12532.000	371.510						
01	PTGR150	22/11/1999 00:00:00	13560	C		16200.00	9.00	IBPC	02/12/1999 18:28:46:63	N	343902.520	108.760	3162.030						
01	PTRP155	22/11/1999 00:00:00	13568	C		10800.00	6.00	IBPC	02/12/1999 18:28:47:13	N	225455.430	65.500	3442.070						
01	PTGR134	22/11/1999 00:00:00	13564	C		9800.00	7.00	IBPC	02/12/1999 18:28:46:85	N	192436.100	56.010	3435.750						
01	PTGR155	22/11/1999 00:00:00	13562	P	13561	10800.00	6.00	IBPC	02/12/1999 18:28:34:93	S	4085812.230	10597.000	385.560						
01	PTCI133	22/11/1999 00:00:00	13567	P	13566	2800.00	2.00	IBPC	02/12/1999 18:28:36:36	S	1108879.670	2790.000	397.450						
