id_empresa	id_formula	fecha	orden_empaque	tipo_registro	orden_empaque_anterior	cantidad_producida	n_batches	id_usuario	fec_registro	ind_macro	costo_m_prima_usada	cant_m_prima_usada	costo_unitario_orden
01	PTRP174	10/08/1998 00:00:00	8782	P	8781	1800.00	1.00	ERSS	24/08/1998 14:44:36:09	S	561546.730	1796.000	312.670
01	PTRP174	10/08/1998 00:00:00	8782	C		1800.00	1.00	ERSS	24/08/1998 14:44:57:46	N	31510.265	11.193	2815.180
01	PTGR120	10/08/1998 00:00:00	8786	C		12600.00	7.00	ERSS	24/08/1998 14:44:59:11	N	272114.626	96.222	2827.990
01	PTGR174	10/08/1998 00:00:00	8789	C		9000.00	5.00	ERSS	24/08/1998 14:45:00:37	N	157551.326	55.965	2815.180
01	PTRP134	10/08/1998 00:00:00	8778	P	8777	28000.00	20.00	ERSS	24/08/1998 14:44:32:63	S	8618588.800	27870.000	309.240
01	PTGR152	10/08/1998 00:00:00	8776	C		21600.00	12.00	ERSS	24/08/1998 14:44:55:48	N	401887.811	147.132	2731.480
01	PTCI151	10/08/1998 00:00:00	8777	P	8776	27000.00	15.00	ERSS	24/08/1998 14:44:32:03	S	9020890.040	26839.000	336.110
01	PTGR152	10/08/1998 00:00:00	8785	C		32400.00	18.00	ERSS	24/08/1998 14:44:58:67	N	602831.716	220.698	2731.480
01	PTGR152	10/08/1998 00:00:00	8776	P	8775	21600.00	12.00	ERSS	24/08/1998 14:44:31:48	S	7200833.590	21461.000	335.530
01	PTGR155	10/08/1998 00:00:00	8783	P	8782	21600.00	12.00	ERSS	24/08/1998 14:44:36:7	S	6894878.930	21486.000	320.900
01	PTGA501	10/08/1998 00:00:00	8780	P	8779	2760.00	3.00	ERSS	24/08/1998 14:44:34:94	S	722091.310	2729.000	264.600
01	PTGR170	10/08/1998 00:00:00	8788	C		32400.00	18.00	ERSS	24/08/1998 14:44:59:93	N	523358.553	207.198	2525.890
01	PTCI151	10/08/1998 00:00:00	8777	C		27000.00	15.00	ERSS	24/08/1998 14:44:55:92	N	491476.002	184.515	2663.610
01	PTGR170	10/08/1998 00:00:00	8788	P	8787	32400.00	18.00	ERSS	24/08/1998 14:44:39:88	S	10422392.260	32224.000	323.440
01	PTGR155	10/08/1998 00:00:00	8783	C		21600.00	12.00	ERSS	24/08/1998 14:44:57:84	N	382747.018	135.360	2827.620
01	PTGA501	10/08/1998 00:00:00	8780	C		2760.00	3.00	ERSS	24/08/1998 14:44:56:85	N	17564.700	39.000	450.380
01	PTRP174	10/08/1998 00:00:00	8779	P	8778	18000.00	10.00	ERSS	24/08/1998 14:44:33:84	S	5606728.300	17928.000	312.740
01	PTGR142	10/08/1998 00:00:00	8787	C		16200.00	9.00	ERSS	24/08/1998 14:44:59:55	N	274488.418	115.992	2366.440
01	PTGR162	10/08/1998 00:00:00	8784	C		32400.00	18.00	ERSS	24/08/1998 14:44:58:23	N	595809.129	219.078	2719.620
01	PTGR162	10/08/1998 00:00:00	8784	P	8783	32400.00	18.00	ERSS	24/08/1998 14:44:37:41	S	10640083.470	32213.000	330.300
01	PTGR120	10/08/1998 00:00:00	8786	P	8785	12600.00	7.00	ERSS	24/08/1998 14:44:38:73	S	4296219.340	12539.000	342.630
01	PTGR152	10/08/1998 00:00:00	8785	P	8784	32400.00	18.00	ERSS	24/08/1998 14:44:37:96	S	10807035.840	32201.000	335.610
01	PTGR174	10/08/1998 00:00:00	8789	P	8788	9000.00	5.00	ERSS	24/08/1998 14:44:40:49	S	2803662.780	8964.000	312.770
01	PTGA500	10/08/1998 00:00:00	8781	P	8780	920.00	1.00	ERSS	24/08/1998 14:44:35:49	S	207207.490	909.000	227.950
01	PTGR162	11/08/1998 00:00:00	8797	C		64800.00	36.00	ERSS	24/08/1998 14:47:27:95	N	1191230.876	438.156	2718.740
01	PTCI130	11/08/1998 00:00:00	8792	P	8791	15400.00	11.00	ERSS	24/08/1998 14:47:07:96	S	4693047.760	15309.000	306.550
01	PTCI161	11/08/1998 00:00:00	8796	P	8795	28800.00	16.00	ERSS	24/08/1998 14:47:10:49	S	9473203.110	28635.000	330.830
01	PTCI152	11/08/1998 00:00:00	8794	P	8793	18000.00	10.00	ERSS	24/08/1998 14:47:09:33	S	5999550.100	17883.000	335.490
01	PTCI152	11/08/1998 00:00:00	8794	C		18000.00	10.00	ERSS	24/08/1998 14:47:26:58	N	334796.671	122.610	2730.580
01	PTCI161	11/08/1998 00:00:00	8796	C		28800.00	16.00	ERSS	24/08/1998 14:47:27:4	N	457600.846	180.496	2535.240
01	PTGR150	11/08/1998 00:00:00	8798	C		43200.00	24.00	ERSS	24/08/1998 14:47:28:39	N	799156.797	304.104	2718.740
01	PTCI160	11/08/1998 00:00:00	8793	C		36000.00	20.00	ERSS	24/08/1998 14:47:26:14	N	622033.285	233.020	2669.440
01	PTCI130	11/08/1998 00:00:00	8792	C		15400.00	11.00	ERSS	24/08/1998 14:47:25:65	N	329229.250	122.232	2693.480
01	PTGR150	11/08/1998 00:00:00	8798	P	8797	43200.00	24.00	ERSS	24/08/1998 14:47:11:97	S	14430803.440	42930.000	331.170
01	PTCI160	11/08/1998 00:00:00	8793	P	8792	36000.00	20.00	ERSS	24/08/1998 14:47:08:57	S	11788334.970	35789.000	329.380
01	PTCI151	11/08/1998 00:00:00	8795	P	8794	36000.00	20.00	ERSS	24/08/1998 14:47:09:94	S	12036109.310	35821.000	336.010
01	PTCI151	11/08/1998 00:00:00	8795	C		36000.00	20.00	ERSS	24/08/1998 14:47:26:97	N	655087.203	246.020	2662.740
01	PTCI120	11/08/1998 00:00:00	8791	P	8790	12600.00	7.00	ERSS	24/08/1998 14:47:07:36	S	4291072.810	12529.000	342.490
01	PTCI120	11/08/1998 00:00:00	8791	C		12600.00	7.00	ERSS	24/08/1998 14:47:25:21	N	272375.462	96.222	2830.700
01	PTGR162	11/08/1998 00:00:00	8797	P	8796	64800.00	36.00	ERSS	24/08/1998 14:47:11:09	S	21345328.130	64455.000	331.170
01	PTGR152	12/08/1998 00:00:00	8804	C		16200.00	9.00	ERSS	24/08/1998 14:49:34:78	N	299127.560	115.119	2598.420
01	PTGR162	12/08/1998 00:00:00	8803	P	8802	27000.00	15.00	ERSS	24/08/1998 14:49:07:31	S	8803301.170	26834.000	328.070
01	PTGR152	12/08/1998 00:00:00	8804	P	8803	16200.00	9.00	ERSS	24/08/1998 14:49:08:25	S	5375003.390	16103.000	333.790
01	PTGR150	12/08/1998 00:00:00	8805	P	8804	9000.00	5.00	ERSS	24/08/1998 14:49:08:85	S	2975651.370	8942.000	332.770
01	PTRP174	12/08/1998 00:00:00	8812	P	8811	16200.00	9.00	ERSS	24/08/1998 14:49:14:07	S	4999461.620	16101.000	328.280
01	PTGR170	12/08/1998 00:00:00	8800	C		7200.00	4.00	ERSS	24/08/1998 14:49:33:13	N	115334.646	48.564	2374.900
01	PTGR150	12/08/1998 00:00:00	8806	P	8805	7200.00	4.00	ERSS	24/08/1998 14:49:09:46	S	2381274.260	7154.000	332.860
01	PTGR155	12/08/1998 00:00:00	8808	C		3600.00	2.00	ERSS	24/08/1998 14:49:36:42	N	63910.577	22.560	2832.920
01	PTGR155	12/08/1998 00:00:00	8807	P	8806	10800.00	6.00	ERSS	24/08/1998 14:49:10:01	S	3417751.220	10737.000	318.320
01	PTGR170	12/08/1998 00:00:00	8800	P	8799	7200.00	4.00	ERSS	24/08/1998 14:49:04:9	S	2299331.100	7156.000	321.320
01	PTGR155	12/08/1998 00:00:00	8807	C		10800.00	6.00	ERSS	24/08/1998 14:49:36:04	N	191731.732	67.680	2832.920
01	PTGR176	12/08/1998 00:00:00	8810	P	8809	10800.00	6.00	ERSS	24/08/1998 14:49:12:48	S	3464546.150	10733.000	322.790
01	PTGR155	12/08/1998 00:00:00	8808	P	8807	3600.00	2.00	ERSS	24/08/1998 14:49:11:32	S	1138180.920	3578.000	318.110
01	PTGR190	12/08/1998 00:00:00	8801	C		7000.00	7.00	ERSS	24/08/1998 14:49:33:51	N	108368.673	50.680	2138.290
01	PTGR150	12/08/1998 00:00:00	8805	C		9000.00	5.00	ERSS	24/08/1998 14:49:35:22	N	165541.264	66.555	2487.290
01	PTRP174	12/08/1998 00:00:00	8812	C		16200.00	9.00	ERSS	24/08/1998 14:49:38:07	N	284131.953	100.737	2383.200
01	PTGR190	12/08/1998 00:00:00	8801	P	8800	7000.00	7.00	ERSS	24/08/1998 14:49:05:83	S	1506041.290	6945.000	216.850
01	PTGR162	12/08/1998 00:00:00	8803	C		27000.00	15.00	ERSS	24/08/1998 14:49:34:39	N	492697.126	190.515	2586.130
01	PTGR111	12/08/1998 00:00:00	8802	C		7200.00	4.00	ERSS	24/08/1998 14:49:33:95	N	139011.456	48.656	2857.030
01	PTCI161	12/08/1998 00:00:00	8811	C		7200.00	4.00	ERSS	24/08/1998 14:49:37:69	N	113640.423	47.684	2383.200
01	PTGR174	12/08/1998 00:00:00	8809	P	8808	7200.00	4.00	ERSS	24/08/1998 14:49:11:87	S	2223987.250	7160.000	310.610
01	PTGR174	12/08/1998 00:00:00	8809	C		7200.00	4.00	ERSS	24/08/1998 14:49:36:81	N	126280.868	44.772	2820.530
01	PTCI161	12/08/1998 00:00:00	8811	P	8810	7200.00	4.00	ERSS	24/08/1998 14:49:13:3	S	2352458.540	7166.000	328.280
01	PTGR130	12/08/1998 00:00:00	8799	P	8798	11200.00	8.00	ERSS	24/08/1998 14:49:04:35	S	3391621.500	11127.000	304.810
01	PTGR111	12/08/1998 00:00:00	8802	P	8801	7200.00	4.00	ERSS	24/08/1998 14:49:06:44	S	2552994.830	7154.000	356.860
01	PTGR130	12/08/1998 00:00:00	8799	C		11200.00	8.00	ERSS	24/08/1998 14:49:32:69	N	239441.426	88.896	2693.500
01	PTGR150	12/08/1998 00:00:00	8806	C		7200.00	4.00	ERSS	24/08/1998 14:49:35:66	N	132433.011	53.244	2487.290
01	PTGR176	12/08/1998 00:00:00	8810	C		10800.00	6.00	ERSS	24/08/1998 14:49:37:25	N	185681.235	76.506	2427.020
01	PTGR162	13/08/1998 00:00:00	8829	P	8828	7200.00	4.00	ERSS	24/08/1998 14:51:08:64	S	2345038.140	7154.000	332.650
01	PTGR176	13/08/1998 00:00:00	8826	C		16200.00	9.00	ERSS	24/08/1998 14:51:29:46	N	278521.853	114.759	2427.020
01	PTGR162	13/08/1998 00:00:00	8825	P	8824	48600.00	27.00	ERSS	24/08/1998 14:51:06:12	S	15826673.160	48284.000	327.780
01	PTCI161	13/08/1998 00:00:00	8816	P	8815	37800.00	21.00	ERSS	24/08/1998 14:50:59:2	S	12330261.440	37591.000	328.010
01	PTGR162	13/08/1998 00:00:00	8825	C		48600.00	27.00	ERSS	24/08/1998 14:51:29:02	N	886854.827	342.927	2586.130
01	PTRL110	13/08/1998 00:00:00	8814	C		3600.00	2.00	ERSS	24/08/1998 14:51:24:41	N	78416.015	24.788	3163.470
01	PTCI165	13/08/1998 00:00:00	8818	P	8817	9000.00	5.00	ERSS	24/08/1998 14:51:00:35	S	2924698.560	8948.000	326.860
01	PTRP134	13/08/1998 00:00:00	8819	P	8818	11200.00	8.00	ERSS	24/08/1998 14:51:01:56	S	3446846.390	11220.000	307.210
01	PTRP191	13/08/1998 00:00:00	8823	C		21000.00	15.00	ERSS	24/08/1998 14:51:28:2	N	319874.794	125.640	2545.960
01	PTRP156	13/08/1998 00:00:00	8821	C		18000.00	10.00	ERSS	24/08/1998 14:51:27:37	N	407302.886	121.800	3344.030
01	PTRP156	13/08/1998 00:00:00	8821	P	8820	18000.00	10.00	ERSS	24/08/1998 14:51:03:04	S	5696405.800	17912.000	318.020
01	PTGR150	13/08/1998 00:00:00	8828	P	8827	32400.00	18.00	ERSS	24/08/1998 14:51:08:1	S	10709420.810	32194.000	332.650
01	PTRP155	13/08/1998 00:00:00	8820	P	8819	36000.00	20.00	ERSS	24/08/1998 14:51:02:16	S	11389702.510	35815.000	318.010
01	PTGR162	13/08/1998 00:00:00	8824	C		5400.00	3.00	ERSS	24/08/1998 14:51:28:64	N	98539.425	38.103	2586.130
01	PTRP155	13/08/1998 00:00:00	8820	C		36000.00	20.00	ERSS	24/08/1998 14:51:26:93	N	639105.772	225.600	2832.920
01	PTRP123	13/08/1998 00:00:00	8815	P	8814	3600.00	2.00	ERSS	24/08/1998 14:50:58:26	S	1152712.670	3573.000	322.620
01	PTGR170	13/08/1998 00:00:00	8827	C		14400.00	8.00	ERSS	24/08/1998 14:51:29:9	N	230669.292	97.128	2374.900
01	PTCI161	13/08/1998 00:00:00	8816	C		37800.00	21.00	ERSS	24/08/1998 14:51:25:23	N	596612.223	250.341	2383.200
01	PTRP134	13/08/1998 00:00:00	8819	C		11200.00	8.00	ERSS	24/08/1998 14:51:26:55	N	199800.741	75.280	2654.100
01	PTRP123	13/08/1998 00:00:00	8815	C		3600.00	2.00	ERSS	24/08/1998 14:51:24:79	N	78146.666	26.400	2960.100
01	PTCI160	13/08/1998 00:00:00	8813	C		36000.00	20.00	ERSS	24/08/1998 14:51:23:91	N	617167.855	243.620	2533.320
01	PTGR162	13/08/1998 00:00:00	8824	P	8823	5400.00	3.00	ERSS	24/08/1998 14:51:05:51	S	1759952.530	5372.000	327.620
01	PTCI164	13/08/1998 00:00:00	8817	C		9000.00	5.00	ERSS	24/08/1998 14:51:25:67	N	146999.746	53.955	2724.490
01	PTGR150	13/08/1998 00:00:00	8828	C		32400.00	18.00	ERSS	24/08/1998 14:51:30:34	N	595948.551	239.598	2487.290
01	PTGR162	13/08/1998 00:00:00	8829	C		7200.00	4.00	ERSS	24/08/1998 14:51:30:78	N	131385.900	50.804	2487.290
01	PTRP192	13/08/1998 00:00:00	8822	P	8821	2800.00	2.00	ERSS	24/08/1998 14:51:04:31	S	817237.720	2791.000	292.810
01	PTCI160	13/08/1998 00:00:00	8813	P	8812	36000.00	20.00	ERSS	24/08/1998 14:50:56:01	S	11703458.330	35776.000	327.130
01	PTRL110	13/08/1998 00:00:00	8814	P	8813	3600.00	2.00	ERSS	24/08/1998 14:50:56:62	S	1280377.460	3576.000	358.050
01	PTCI165	13/08/1998 00:00:00	8818	C		9000.00	5.00	ERSS	24/08/1998 14:51:26:11	N	141861.104	55.105	2574.380
01	PTGR170	13/08/1998 00:00:00	8827	P	8826	14400.00	8.00	ERSS	24/08/1998 14:51:07:55	S	4597358.630	14319.000	321.070
01	PTRP192	13/08/1998 00:00:00	8822	C		2800.00	2.00	ERSS	24/08/1998 14:51:27:81	N	56299.973	18.152	3101.590
01	PTRP191	13/08/1998 00:00:00	8823	P	8822	21000.00	15.00	ERSS	24/08/1998 14:51:04:91	S	6121317.330	20904.000	292.830
01	PTGR176	13/08/1998 00:00:00	8826	P	8825	16200.00	9.00	ERSS	24/08/1998 14:51:06:94	S	5192255.550	16101.000	322.480
01	PTCI164	13/08/1998 00:00:00	8817	P	8816	9000.00	5.00	ERSS	24/08/1998 14:50:59:75	S	2927792.990	8957.000	326.870
01	PTCI151	14/08/1998 00:00:00	8836	C		18000.00	10.00	ERSS	24/08/1998 14:55:05:65	N	325110.887	128.310	2533.790
01	PTRL153	14/08/1998 00:00:00	8831	P	8830	7200.00	4.00	ERSS	24/08/1998 14:52:56:13	S	2353040.380	7156.000	328.820
01	PTRP155	14/08/1998 00:00:00	8838	C		36000.00	20.00	ERSS	24/08/1998 14:55:06:47	N	639105.772	225.600	2832.920
01	PTRP174	14/08/1998 00:00:00	8833	P	8832	36000.00	20.00	ERSS	24/08/1998 14:52:57:34	S	11051038.520	35813.000	308.580
01	PTGR162	14/08/1998 00:00:00	8840	C		34200.00	19.00	ERSS	24/08/1998 14:55:07:3	N	582702.281	241.148	2416.370
01	PTRL154	14/08/1998 00:00:00	8832	P	8831	7200.00	4.00	ERSS	24/08/1998 14:52:56:74	S	2356755.490	7168.000	328.790
01	PTRL154	14/08/1998 00:00:00	8832	C		7200.00	4.00	ERSS	24/08/1998 14:55:03:89	N	179936.486	51.200	3514.380
01	PTRP175	14/08/1998 00:00:00	8834	P	8833	7200.00	4.00	ERSS	24/08/1998 14:52:57:89	S	2275235.220	7165.000	317.550
01	PTRP155	14/08/1998 00:00:00	8838	P	8837	36000.00	20.00	ERSS	24/08/1998 14:53:01:02	S	11378762.290	35810.000	317.750
01	PTCI160	14/08/1998 00:00:00	8837	P	8836	36000.00	20.00	ERSS	24/08/1998 14:53:00:42	S	11707671.290	35799.000	327.040
01	PTRL153	14/08/1998 00:00:00	8831	C		7200.00	4.00	ERSS	24/08/1998 14:55:03:45	N	220666.891	55.988	3941.320
01	PTGR162	14/08/1998 00:00:00	8839	P	8838	10800.00	6.00	ERSS	24/08/1998 14:53:01:63	S	3518904.630	10740.000	327.640
01	PTCI152	14/08/1998 00:00:00	8835	P	8834	7200.00	4.00	ERSS	24/08/1998 14:52:58:88	S	2383289.240	7152.000	333.230
01	PTCI152	14/08/1998 00:00:00	8835	C		7200.00	4.00	ERSS	24/08/1998 14:55:05:21	N	132745.582	49.164	2700.060
01	PTGR162	14/08/1998 00:00:00	8830	C		3600.00	2.00	ERSS	24/08/1998 14:55:02:96	N	65692.950	25.402	2586.130
01	PTCI151	14/08/1998 00:00:00	8836	P	8835	18000.00	10.00	ERSS	24/08/1998 14:52:59:81	S	5962326.800	17885.000	333.370
01	PTGR162	14/08/1998 00:00:00	8840	P	8839	34200.00	19.00	ERSS	24/08/1998 14:53:02:4	S	11169406.960	34108.000	327.640
01	PTGR162	14/08/1998 00:00:00	8839	C		10800.00	6.00	ERSS	24/08/1998 14:55:06:91	N	184011.247	76.152	2416.370
01	PTRP175	14/08/1998 00:00:00	8834	C		7200.00	4.00	ERSS	24/08/1998 14:55:04:77	N	161380.868	48.372	3336.250
01	PTRP174	14/08/1998 00:00:00	8833	C		36000.00	20.00	ERSS	24/08/1998 14:55:04:33	N	631404.341	223.860	2820.530
01	PTGR162	14/08/1998 00:00:00	8830	P	8829	3600.00	2.00	ERSS	24/08/1998 14:52:55:53	S	1172853.330	3580.000	327.610
01	PTCI160	14/08/1998 00:00:00	8837	C		36000.00	20.00	ERSS	24/08/1998 14:55:06:09	N	573609.176	243.440	2356.270
01	PTGR152	15/08/1998 00:00:00	8843	C		32400.00	18.00	ERSS	24/08/1998 14:56:45:45	N	558150.705	221.076	2524.700
01	PTGR152	15/08/1998 00:00:00	8843	P	8842	32400.00	18.00	ERSS	24/08/1998 14:56:31:55	S	10723740.120	32201.000	333.030
01	PTGR150	15/08/1998 00:00:00	8842	P	8841	16200.00	9.00	ERSS	24/08/1998 14:56:29:9	S	5341791.820	16088.000	332.040
01	PTGR150	15/08/1998 00:00:00	8842	C		16200.00	9.00	ERSS	24/08/1998 14:56:45:01	N	277532.059	115.128	2410.640
01	PTGR162	15/08/1998 00:00:00	8841	P	8840	19800.00	11.00	ERSS	24/08/1998 14:56:29:35	S	6444025.730	19676.000	327.510
01	PTGR130	15/08/1998 00:00:00	8844	C		15400.00	11.00	ERSS	24/08/1998 14:56:45:83	N	269969.900	106.612	2524.700
01	PTGR162	15/08/1998 00:00:00	8841	C		19800.00	11.00	ERSS	24/08/1998 14:56:44:62	N	337352.972	139.612	2416.360
01	PTGR130	15/08/1998 00:00:00	8844	P	8843	15400.00	11.00	ERSS	24/08/1998 14:56:32:1	S	4748115.410	15325.000	333.030
01	PTCI161	18/08/1998 00:00:00	8850	P	8849	12600.00	7.00	ERSS	24/08/1998 14:59:12:87	S	4049421.810	12533.000	323.100
01	PTCI161	18/08/1998 00:00:00	8855	C		23400.00	13.00	ERSS	24/08/1998 14:59:31:65	N	369300.118	154.973	2859.240
01	PTCI160	18/08/1998 00:00:00	8849	P	8848	36000.00	20.00	ERSS	24/08/1998 14:59:12:26	S	11539786.930	35791.000	322.420
01	PTGR170	18/08/1998 00:00:00	8847	C		32400.00	18.00	ERSS	24/08/1998 14:59:28:03	N	479759.459	218.376	2196.940
01	PTCI160	18/08/1998 00:00:00	8846	P	8845	27000.00	15.00	ERSS	24/08/1998 14:59:10:23	S	8659699.200	26857.000	322.440
01	PTCI160	18/08/1998 00:00:00	8846	C		27000.00	15.00	ERSS	24/08/1998 14:59:27:59	N	430170.370	182.580	2356.070
01	PTCI161	18/08/1998 00:00:00	8855	P	8854	23400.00	13.00	ERSS	24/08/1998 14:59:16:49	S	7515895.000	23253.000	349.340
01	PTGR150	18/08/1998 00:00:00	8851	P	8850	50400.00	28.00	ERSS	24/08/1998 14:59:13:53	S	16412841.850	50082.000	327.720
01	PTGR155	18/08/1998 00:00:00	8845	P	8844	16200.00	9.00	ERSS	24/08/1998 14:59:09:52	S	5049857.480	16109.000	313.480
01	PTCI161	18/08/1998 00:00:00	8850	C		12600.00	7.00	ERSS	24/08/1998 14:59:29:29	N	198853.910	83.447	2383.000
01	PTGR162	18/08/1998 00:00:00	8852	P	8851	48600.00	27.00	ERSS	24/08/1998 14:59:14:63	S	15613426.730	48304.000	323.230
01	PTGR111	18/08/1998 00:00:00	8854	C		9000.00	5.00	ERSS	24/08/1998 14:59:31:27	N	173899.020	60.820	2859.240
01	PTCI151	18/08/1998 00:00:00	8848	C		36000.00	20.00	ERSS	24/08/1998 14:59:28:47	N	606614.808	256.440	2365.520
01	PTGR176	18/08/1998 00:00:00	8853	P	8852	16200.00	9.00	ERSS	24/08/1998 14:59:15:23	S	5117964.390	16091.000	318.060
01	PTGR150	18/08/1998 00:00:00	8851	C		50400.00	28.00	ERSS	24/08/1998 14:59:29:89	N	924349.284	358.428	2578.900
01	PTCI151	18/08/1998 00:00:00	8848	P	8847	36000.00	20.00	ERSS	24/08/1998 14:59:11:66	S	11770316.450	35788.000	328.890
01	PTGR176	18/08/1998 00:00:00	8853	C		16200.00	9.00	ERSS	24/08/1998 14:59:30:77	N	278499.857	114.759	2426.820
01	PTGR155	18/08/1998 00:00:00	8845	C		16200.00	9.00	ERSS	24/08/1998 14:59:27:04	N	287861.609	101.520	2835.520
01	PTCI160	18/08/1998 00:00:00	8849	C		36000.00	20.00	ERSS	24/08/1998 14:59:28:91	N	573560.494	243.440	2356.070
01	PTGR170	18/08/1998 00:00:00	8847	P	8846	32400.00	18.00	ERSS	24/08/1998 14:59:11:06	S	10194221.990	32210.000	316.490
01	PTGR162	18/08/1998 00:00:00	8852	C		48600.00	27.00	ERSS	24/08/1998 14:59:30:33	N	886788.838	342.927	2585.940
01	PTGR111	18/08/1998 00:00:00	8854	P	8853	9000.00	5.00	ERSS	24/08/1998 14:59:15:94	S	3126282.870	8949.000	349.340
01	PTCI170	19/08/1998 00:00:00	8859	P	8858	10800.00	6.00	ERSS	24/08/1998 15:00:51:79	S	3465091.050	10816.000	320.370
01	PTRP155	19/08/1998 00:00:00	8862	P	8861	36000.00	20.00	ERSS	24/08/1998 15:00:54:59	S	11229847.250	35817.000	313.530
01	PTGR162	19/08/1998 00:00:00	8866	C		64800.00	36.00	ERSS	24/08/1998 15:01:18:32	N	1182385.117	457.236	2585.940
01	PTGR150	19/08/1998 00:00:00	8869	C		16200.00	9.00	ERSS	24/08/1998 15:01:19:64	N	297112.270	115.209	2835.010
01	PTGR150	19/08/1998 00:00:00	8869	P	8868	16200.00	9.00	ERSS	24/08/1998 15:01:00:19	S	5275933.250	16102.000	339.500
01	PTRP191	19/08/1998 00:00:00	8863	P	8862	21000.00	15.00	ERSS	24/08/1998 15:00:55:14	S	6088614.100	20908.000	291.210
01	PTGR142	19/08/1998 00:00:00	8867	P	8866	16200.00	9.00	ERSS	24/08/1998 15:00:58:87	S	5116999.010	16108.000	317.670
01	PTRL154	19/08/1998 00:00:00	8865	P	8864	3600.00	2.00	ERSS	24/08/1998 15:00:57:34	S	1156691.070	3575.000	323.550
01	PTCI170	19/08/1998 00:00:00	8859	C		10800.00	6.00	ERSS	24/08/1998 15:01:14:69	N	172987.423	72.846	2374.700
01	PTCI120	19/08/1998 00:00:00	8858	C		16200.00	9.00	ERSS	24/08/1998 15:01:14:25	N	349455.274	123.264	2835.010
01	PTCI150	19/08/1998 00:00:00	8860	P	8859	36000.00	20.00	ERSS	24/08/1998 15:00:52:34	S	11711013.080	35749.000	327.590
01	PTGR120	19/08/1998 00:00:00	8868	P	8867	12600.00	7.00	ERSS	24/08/1998 15:00:59:48	S	4242772.440	12497.000	339.500
01	PTCI150	19/08/1998 00:00:00	8860	C		36000.00	20.00	ERSS	24/08/1998 15:01:15:46	N	660249.488	256.020	2578.900
01	PTRP134	19/08/1998 00:00:00	8856	C		28000.00	20.00	ERSS	24/08/1998 15:01:13:32	N	499957.860	188.200	2656.520
01	PTCI111	19/08/1998 00:00:00	8857	C		3600.00	2.00	ERSS	24/08/1998 15:01:13:76	N	68522.026	24.048	2849.390
01	PTRP155	19/08/1998 00:00:00	8862	C		36000.00	20.00	ERSS	24/08/1998 15:01:16:34	N	639692.464	225.600	2835.520
01	PTCI120	19/08/1998 00:00:00	8858	P	8857	16200.00	9.00	ERSS	24/08/1998 15:00:51:02	S	5389283.460	15990.000	337.040
01	PTRL154	19/08/1998 00:00:00	8865	C		3600.00	2.00	ERSS	24/08/1998 15:01:17:88	N	103094.397	25.654	4018.650
01	PTGR120	19/08/1998 00:00:00	8868	C		12600.00	7.00	ERSS	24/08/1998 15:01:19:25	N	271798.546	95.872	2835.010
01	PTRP134	19/08/1998 00:00:00	8856	P	8855	28000.00	20.00	ERSS	24/08/1998 15:00:49:76	S	8426513.140	27848.000	302.590
01	PTRL110	19/08/1998 00:00:00	8861	P	8860	1800.00	1.00	ERSS	24/08/1998 15:00:53:38	S	629454.710	1792.000	351.260
01	PTRL110	19/08/1998 00:00:00	8861	C		1800.00	1.00	ERSS	24/08/1998 15:01:15:96	N	38932.208	12.314	3161.620
01	PTGR142	19/08/1998 00:00:00	8867	C		16200.00	9.00	ERSS	24/08/1998 15:01:18:76	N	270703.970	116.892	2315.850
01	PTRL153	19/08/1998 00:00:00	8864	P	8863	9000.00	5.00	ERSS	24/08/1998 15:00:56:73	S	2913417.510	8947.000	325.630
01	PTGR162	19/08/1998 00:00:00	8866	P	8865	64800.00	36.00	ERSS	24/08/1998 15:00:58:27	S	20818423.000	64426.000	323.140
01	PTCI111	19/08/1998 00:00:00	8857	P	8856	3600.00	2.00	ERSS	24/08/1998 15:00:50:42	S	1250470.870	3579.000	349.390
01	PTRL153	19/08/1998 00:00:00	8864	C		9000.00	5.00	ERSS	24/08/1998 15:01:17:38	N	275979.990	69.985	3943.420
01	PTRP191	19/08/1998 00:00:00	8863	C		21000.00	15.00	ERSS	24/08/1998 15:01:16:72	N	320798.672	125.790	2550.270
01	PTRL173	20/08/1998 00:00:00	8872	C		1800.00	1.00	ERSS	24/08/1998 15:04:04:74	N	50944.237	12.687	4015.470
01	PTGR155	20/08/1998 00:00:00	8886	C		10800.00	6.00	ERSS	24/08/1998 15:04:00	N	191914.975	67.680	2835.620
01	PTGR174	20/08/1998 00:00:00	8884	P	8883	16200.00	9.00	ERSS	24/08/1998 15:03:33:93	S	4954532.280	16171.000	306.380
01	PTCI151	20/08/1998 00:00:00	8881	C		18000.00	10.00	ERSS	24/08/1998 15:04:08:81	N	325086.743	128.310	2533.600
01	PTGR170	20/08/1998 00:00:00	8891	C		5400.00	3.00	ERSS	24/08/1998 15:04:13:09	N	86493.712	36.423	2315.850
01	PTCI160	20/08/1998 00:00:00	8882	P	8881	10800.00	6.00	ERSS	24/08/1998 15:03:32:56	S	3460887.260	10739.000	322.270
01	PTCI161	20/08/1998 00:00:00	8875	P	8874	36000.00	20.00	ERSS	24/08/1998 15:03:27:83	S	11567551.510	35804.000	323.080
01	PTRP192	20/08/1998 00:00:00	8878	C		2800.00	2.00	ERSS	24/08/1998 15:04:07:43	N	56425.032	18.172	3105.050
