id_empresa	id_formula	fecha	orden_empaque	id_ingrediente	cantidad_digitada	cant_calculada	cant_formula_total	cant_formula_batche	costo_unitario	costo_total	tipo_registro	orden_empaq_anterior	id_usuario	fec_registro	ind_macro	id_bodega
01	PTGR176	01/09/2000 00:00:00	16667	MAMP190	0	0	0	0	0	0	P	16666	MLAP	06/10/2000 10:44:00:57	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP180	0	0	0	0	0	0	P	16661	MLAP	06/10/2000 10:43:26:57	S	
01	PTGR150	01/09/2000 00:00:00	16661	MAMP035	0	0	0	0	35.11	0	C	16660	MLAP	06/10/2000 10:43:16:14	S	
01	PTGR130	01/09/2000 00:00:00	16670	MAMP175	0	0	0	0	0	0	P	16669	MLAP	06/10/2000 10:44:19:36	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP000	1446.000	542.000	0	0	254.97	138193.74	P	16661	MLAP	06/10/2000 10:43:21:36	S	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP005	0	0	0	0	0	0	P	16666	MLAP	06/10/2000 10:43:55:41	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP190	0	0	0	0	0	0	P	16663	MLAP	06/10/2000 10:43:39:98	S	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP105	0	0	0	0	0	0	P	16662	MLAP	06/10/2000 10:43:31:24	S	
01	PTGR160	01/09/2000 00:00:00	16666	MAMP040	14316.000	574.000	0	0	554.80	318455.20	P	16665	MLAP	06/10/2000 10:43:50:25	S	
01	PTGR160	01/09/2000 00:00:00	16666	MAMP010	1224.000	51.000	0	0	869.83	44361.33	P	16665	MLAP	06/10/2000 10:43:49:31	S	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP120	0	0	0	0	0	0	P	16667	MLAP	06/10/2000 10:44:05:46	S	
01	PTGR162	01/09/2000 00:00:00	16665	MAMP050	0	0	0	0	31.16	0	P	16664	MLAP	06/10/2000 10:43:42:39	S	
01	PTGR176	01/09/2000 00:00:00	16667	MIDR195	0	3.672	0	0	39426.21	144773.04	C		MLAP	06/10/2000 14:54:10:5	N	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP020	602.000	0	0	0	717.05	0	P	16668	MLAP	06/10/2000 10:44:08:48	S	
01	PTGR161	01/09/2000 00:00:00	16662	MIDR115	0	7.020	0	0	7548.74	52992.15	C		MLAP	06/10/2000 14:53:59:85	N	
01	PTGR150	01/09/2000 00:00:00	16661	MAMP130	0	0	0	0	0	0	C	16660	MLAP	06/10/2000 10:43:19:16	S	
01	PTGR160	01/09/2000 00:00:00	16666	MAMP130	0	0	0	0	0	0	P	16665	MLAP	06/10/2000 10:43:52:77	S	
01	PTGR171	01/09/2000 00:00:00	16669	MIDR070	0	12.600	0	0	11958.76	150680.38	C		MLAP	06/10/2000 14:54:15:06	N	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP030	675.000	419.000	0	0	291.78	122255.82	P	16666	MLAP	06/10/2000 10:43:56:18	S	
01	PTGR162	01/09/2000 00:00:00	16665	MAMP175	0	0	0	0	0	0	P	16664	MLAP	06/10/2000 10:43:46:35	S	
01	PTGR162	01/09/2000 00:00:00	16665	MAMP070	0	0	0	0	0	0	P	16664	MLAP	06/10/2000 10:43:43	S	
01	PTGR150	01/09/2000 00:00:00	16661	MAMP075	83.000	83.000	0	0	656.36	54477.88	C	16660	MLAP	06/10/2000 10:43:17:35	S	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP110	0	0	0	0	0	0	P	16666	MLAP	06/10/2000 10:43:58:49	S	
01	PTGR160	01/09/2000 00:00:00	16666	MAMP055	8673.000	369.000	0	0	41.02	15136.38	P	16665	MLAP	06/10/2000 10:43:50:69	S	
01	PTGR155	01/09/2000 00:00:00	16668	MIDR030	0	18.000	0	0	31.48	566.64	C		MLAP	06/10/2000 14:54:10:67	N	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP090	0	0	0	0	0	0	P	16666	MLAP	06/10/2000 10:43:57:88	S	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP120	0	0	0	0	0	0	P	16662	MLAP	06/10/2000 10:43:31:63	S	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP060	0	0	0	0	49.33	0	P	16668	MLAP	06/10/2000 10:44:09:64	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP060	0	0	0	0	49.33	0	P	16661	MLAP	06/10/2000 10:43:23:22	S	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP005	0	0	0	0	0	0	P	16668	MLAP	06/10/2000 10:44:08:04	S	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP065	0	0	0	0	357.20	0	P	16668	MLAP	06/10/2000 10:44:09:8	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP015	144.000	54.000	0	0	950.51	51327.54	P	16661	MLAP	06/10/2000 10:43:21:96	S	
01	PTGR152	01/09/2000 00:00:00	16663	MIDR030	0	18.000	0	0	31.48	566.64	C		MLAP	06/10/2000 14:54:00:01	N	
01	PTGR162	01/09/2000 00:00:00	16665	MAMP105	0	0	0	0	0	0	P	16664	MLAP	06/10/2000 10:43:44:04	S	
01	PTGR130	01/09/2000 00:00:00	16670	MAMP090	0	0	0	0	0	0	P	16669	MLAP	06/10/2000 10:44:17	S	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP055	12165.000	3492.000	0	0	41.02	143241.84	P	16666	MLAP	06/10/2000 10:43:56:89	S	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP060	0	0	0	0	49.33	0	P	16667	MLAP	06/10/2000 10:44:02:83	S	
01	PTGR171	01/09/2000 00:00:00	16669	MIDR030	0	14.000	0	0	31.48	440.72	C		MLAP	06/10/2000 14:54:14:4	N	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP200	84921.000	16537.000	0	0	529.26	8752372.62	P	16667	MLAP	06/10/2000 10:44:07:44	S	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP085	0	0	0	0	0	0	P	16666	MLAP	06/10/2000 10:43:57:77	S	
01	PTGR150	01/09/2000 00:00:00	16661	MAMP145	0	0	0	0	0	0	C	16660	MLAP	06/10/2000 10:43:19:71	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP165	0	0	0	0	0	0	P	16663	MLAP	06/10/2000 10:43:39:43	S	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP120	0	0	0	0	0	0	P	16666	MLAP	06/10/2000 10:43:58:76	S	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP050	0	0	0	0	31.16	0	P	16667	MLAP	06/10/2000 10:44:02:55	S	
01	PTGR160	01/09/2000 00:00:00	16666	MAMP175	0	0	0	0	0	0	P	16665	MLAP	06/10/2000 10:43:54:15	S	
01	PTGR150	01/09/2000 00:00:00	16661	MAMP025	0	0	0	0	402.99	0	C	16660	MLAP	06/10/2000 10:43:15:86	S	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP065	0	0	0	0	357.20	0	P	16662	MLAP	06/10/2000 10:43:29:16	S	
01	PTGR160	01/09/2000 00:00:00	16666	MAMP160	0	0	0	0	0	0	P	16665	MLAP	06/10/2000 10:43:53:6	S	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP035	0	0	0	0	35.11	0	P	16662	MLAP	06/10/2000 10:43:28:28	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP115	0	0	0	0	0	0	P	16661	MLAP	06/10/2000 10:43:24:76	S	
01	PTGR150	01/09/2000 00:00:00	16661	MIDR030	0	5.000	0	0	31.48	157.40	C		MLAP	06/10/2000 14:53:55:78	N	
01	PTGR130	01/09/2000 00:00:00	16670	MAMP065	0	0	0	0	357.20	0	P	16669	MLAP	06/10/2000 10:44:16:17	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP065	0	0	0	0	357.20	0	P	16661	MLAP	06/10/2000 10:43:23:33	S	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP115	0	0	0	0	0	0	P	16662	MLAP	06/10/2000 10:43:31:52	S	
01	PTGR150	01/09/2000 00:00:00	16661	MIDR085	0	4.500	0	0	2110.52	9497.34	C		MLAP	06/10/2000 14:53:57:38	N	
01	PTGR176	01/09/2000 00:00:00	16667	MIDR125	0	25.500	0	0	677.15	17267.33	C		MLAP	06/10/2000 14:54:10:39	N	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP010	1591.000	367.000	0	0	869.83	319227.61	P	16666	MLAP	06/10/2000 10:43:55:58	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP060	0	0	0	0	49.33	0	P	16663	MLAP	06/10/2000 10:43:36:08	S	
01	PTGR130	01/09/2000 00:00:00	16670	MAMP190	0	0	0	0	0	0	P	16669	MLAP	06/10/2000 10:44:19:69	S	
01	PTGR176	01/09/2000 00:00:00	16664	MIDR030	0	9.000	0	0	31.48	283.32	C		MLAP	06/10/2000 14:54:02:32	N	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP200	99698.000	14777.000	0	0	529.26	7820875.02	P	16668	MLAP	06/10/2000 10:44:13:92	S	
01	PTGR160	01/09/2000 00:00:00	16666	MAMP190	0	0	0	0	0	0	P	16665	MLAP	06/10/2000 10:43:54:42	S	
01	PTGR150	01/09/2000 00:00:00	16661	MAMP050	0	0	0	0	31.16	0	C	16660	MLAP	06/10/2000 10:43:16:63	S	
01	PTGR162	01/09/2000 00:00:00	16665	MAMP060	0	0	0	0	49.33	0	P	16664	MLAP	06/10/2000 10:43:42:72	S	
01	PTGR160	01/09/2000 00:00:00	16666	MAMP020	602.000	0	0	0	717.05	0	P	16665	MLAP	06/10/2000 10:43:49:64	S	
01	PTGR130	01/09/2000 00:00:00	16670	MAMP105	0	0	0	0	0	0	P	16669	MLAP	06/10/2000 10:44:17:38	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP055	1418.000	552.000	0	0	41.02	22643.04	P	16661	MLAP	06/10/2000 10:43:23:06	S	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP060	0	0	0	0	49.33	0	P	16662	MLAP	06/10/2000 10:43:28:99	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP085	0	0	0	0	0	0	P	16661	MLAP	06/10/2000 10:43:23:94	S	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP150	0	0	0	0	0	0	P	16668	MLAP	06/10/2000 10:44:12:6	S	
01	PTGR130	01/09/2000 00:00:00	16670	MAMP200	110054.000	10356.000	0	0	529.26	5481016.56	P	16669	MLAP	06/10/2000 10:44:19:8	S	
01	PTGR160	01/09/2000 00:00:00	16666	MAMP065	0	0	0	0	357.20	0	P	16665	MLAP	06/10/2000 10:43:50:96	S	
01	PTGR162	01/09/2000 00:00:00	16665	MAMP055	8304.000	2006.000	0	0	41.02	82286.12	P	16664	MLAP	06/10/2000 10:43:42:61	S	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP170	0	0	0	0	31.48	0	P	16667	MLAP	06/10/2000 10:44:06:89	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP090	0	0	0	0	0	0	P	16661	MLAP	06/10/2000 10:43:24:05	S	
01	PTGR130	01/09/2000 00:00:00	16670	MAMP205	1988.000	0	0	0	529.67	0	P	16669	MLAP	06/10/2000 10:44:19:96	S	
01	PTGR152	01/09/2000 00:00:00	16663	MIDR075	0	0.486	0	0	371317.32	180460.22	C		MLAP	06/10/2000 14:54:00:84	N	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP135	0	0	0	0	0	0	P	16663	MLAP	06/10/2000 10:43:38:55	S	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP190	0	0	0	0	0	0	P	16667	MLAP	06/10/2000 10:44:07:33	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP105	0	0	0	0	0	0	P	16661	MLAP	06/10/2000 10:43:24:49	S	
01	PTGR155	01/09/2000 00:00:00	16668	MIDR065	0	99.000	0	0	130.34	12903.66	C		MLAP	06/10/2000 14:54:11:27	N	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP080	0	0	0	0	0	0	P	16661	MLAP	06/10/2000 10:43:23:77	S	
01	PTGR176	01/09/2000 00:00:00	16667	MIDR100	0	3.570	0	0	3223.89	11509.29	C		MLAP	06/10/2000 14:54:10:01	N	
01	PTGR150	01/09/2000 00:00:00	16661	MAMP090	0	0	0	0	0	0	C	16660	MLAP	06/10/2000 10:43:17:79	S	
01	PTGR160	01/09/2000 00:00:00	16666	MIDR055	0	2.160	0	0	1614.22	3486.72	C		MLAP	06/10/2000 14:54:06:82	N	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP110	0	0	0	0	0	0	P	16662	MLAP	06/10/2000 10:43:31:35	S	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP155	0	0	0	0	0	0	P	16666	MLAP	06/10/2000 10:43:59:75	S	
01	PTGR160	01/09/2000 00:00:00	16666	MAMP155	0	0	0	0	0	0	P	16665	MLAP	06/10/2000 10:43:53:49	S	
01	PTGR150	01/09/2000 00:00:00	16661	MIDR075	0	0.135	0	0	371317.32	50127.84	C		MLAP	06/10/2000 14:53:57:21	N	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP085	0	0	0	0	0	0	P	16667	MLAP	06/10/2000 10:44:03:54	S	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP180	0	0	0	0	0	0	P	16662	MLAP	06/10/2000 10:43:33:33	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP145	0	0	0	0	0	0	P	16663	MLAP	06/10/2000 10:43:38:82	S	
01	PTGR176	01/09/2000 00:00:00	16664	MIDR085	0	7.290	0	0	2110.52	15385.69	C		MLAP	06/10/2000 14:54:04:08	N	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP200	68384.000	17894.000	0	0	529.26	9470578.44	P	16666	MLAP	06/10/2000 10:44:00:68	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP160	0	0	0	0	0	0	P	16661	MLAP	06/10/2000 10:43:26:03	S	
01	PTGR152	01/09/2000 00:00:00	16663	MIDR100	0	3.780	0	0	3223.89	12186.30	C		MLAP	06/10/2000 14:54:01:88	N	
01	PTGR161	01/09/2000 00:00:00	16662	MIDR065	0	15.900	0	0	130.34	2072.41	C		MLAP	06/10/2000 14:53:58:64	N	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP050	0	0	0	0	31.16	0	P	16666	MLAP	06/10/2000 10:43:56:73	S	
01	PTGR162	01/09/2000 00:00:00	16665	MAMP085	0	0	0	0	0	0	P	16664	MLAP	06/10/2000 10:43:43:49	S	
01	PTGR150	01/09/2000 00:00:00	16661	MAMP000	904.000	904.000	0	0	254.97	230492.88	C	16660	MLAP	06/10/2000 10:43:14:33	S	
01	PTGR161	01/09/2000 00:00:00	16662	MIDR030	0	3.000	0	0	31.48	94.44	C		MLAP	06/10/2000 14:53:58:03	N	
01	PTGR152	01/09/2000 00:00:00	16663	MIDR085	0	14.580	0	0	2110.52	30771.38	C		MLAP	06/10/2000 14:54:01:28	N	
01	PTGR150	01/09/2000 00:00:00	16661	MIDR070	0	4.500	0	0	11958.76	53814.42	C		MLAP	06/10/2000 14:53:57:1	N	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP020	602.000	602.000	0	0	717.05	431664.10	P	16662	MLAP	06/10/2000 10:43:27:89	S	
01	PTGR176	01/09/2000 00:00:00	16664	MIDR100	0	1.890	0	0	3223.89	6093.15	C		MLAP	06/10/2000 14:54:04:24	N	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP165	0	0	0	0	0	0	P	16662	MLAP	06/10/2000 10:43:32:95	S	
01	PTGR130	01/09/2000 00:00:00	16670	MAMP040	30294.000	3000.000	0	0	554.80	1664400.00	P	16669	MLAP	06/10/2000 10:44:15:51	S	
01	PTGR162	01/09/2000 00:00:00	16665	MAMP200	48372.000	11915.000	0	0	529.26	6306132.90	P	16664	MLAP	06/10/2000 10:43:46:73	S	
01	PTGR162	01/09/2000 00:00:00	16665	MAMP115	0	0	0	0	0	0	P	16664	MLAP	06/10/2000 10:43:44:32	S	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP025	0	0	0	0	402.99	0	P	16668	MLAP	06/10/2000 10:44:08:59	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP020	602.000	0	0	0	717.05	0	P	16663	MLAP	06/10/2000 10:43:34:7	S	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP040	8509.000	5896.000	0	0	554.80	3271100.80	P	16662	MLAP	06/10/2000 10:43:28:44	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP010	208.000	75.000	0	0	869.83	65237.25	P	16661	MLAP	06/10/2000 10:43:21:8	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP070	0	0	0	0	0	0	P	16663	MLAP	06/10/2000 10:43:36:41	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP135	0	0	0	0	0	0	P	16661	MLAP	06/10/2000 10:43:25:31	S	
01	PTGR130	01/09/2000 00:00:00	16670	MIDR030	0	14.000	0	0	31.48	440.72	C		MLAP	06/10/2000 14:54:17:26	N	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP060	0	0	0	0	49.33	0	P	16666	MLAP	06/10/2000 10:43:57:06	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP030	217.000	217.000	0	0	291.78	63316.26	P	16663	MLAP	06/10/2000 10:43:34:98	S	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP135	0	0	0	0	0	0	P	16668	MLAP	06/10/2000 10:44:12:16	S	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP095	0	0	0	0	0	0	P	16668	MLAP	06/10/2000 10:44:10:74	S	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP020	602.000	0	0	0	717.05	0	P	16666	MLAP	06/10/2000 10:43:55:91	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP075	631.000	494.000	0	0	656.36	324241.84	P	16663	MLAP	06/10/2000 10:43:36:68	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP160	0	0	0	0	0	0	P	16663	MLAP	06/10/2000 10:43:39:26	S	
01	PTGR162	01/09/2000 00:00:00	16665	MAMP160	0	0	0	0	0	0	P	16664	MLAP	06/10/2000 10:43:45:69	S	
01	PTGR152	01/09/2000 00:00:00	16663	MIDR065	0	77.400	0	0	130.34	10088.32	C		MLAP	06/10/2000 14:54:00:45	N	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP075	137.000	54.000	0	0	656.36	35443.44	P	16661	MLAP	06/10/2000 10:43:23:61	S	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP095	0	0	0	0	0	0	P	16662	MLAP	06/10/2000 10:43:29:98	S	
01	PTGR161	01/09/2000 00:00:00	16662	MIDR075	0	0.081	0	0	371317.32	30076.70	C		MLAP	06/10/2000 14:53:59:08	N	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP125	0	0	0	0	0	0	P	16663	MLAP	06/10/2000 10:43:38:22	S	
01	PTGR150	01/09/2000 00:00:00	16661	MIDR065	0	27.000	0	0	130.34	3519.18	C		MLAP	06/10/2000 14:53:56:94	N	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP120	0	0	0	0	0	0	P	16668	MLAP	06/10/2000 10:44:11:45	S	
01	PTGR150	01/09/2000 00:00:00	16661	MAMP110	0	0	0	0	0	0	C	16660	MLAP	06/10/2000 10:43:18:61	S	
01	PTGR176	01/09/2000 00:00:00	16664	MIDR055	0	9.720	0	0	1614.22	15690.22	C		MLAP	06/10/2000 14:54:02:76	N	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP015	630.000	162.000	0	0	950.51	153982.62	P	16663	MLAP	06/10/2000 10:43:34:59	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP105	0	0	0	0	0	0	P	16663	MLAP	06/10/2000 10:43:37:67	S	
01	PTGR162	01/09/2000 00:00:00	16665	MAMP000	6316.000	0	0	0	254.97	0	P	16664	MLAP	06/10/2000 10:43:40:42	S	
01	PTGR150	01/09/2000 00:00:00	16661	MAMP125	0	0	0	0	0	0	C	16660	MLAP	06/10/2000 10:43:19:05	S	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP135	0	0	0	0	0	0	P	16662	MLAP	06/10/2000 10:43:32:07	S	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP015	1288.000	162.000	0	0	950.51	153982.62	P	16667	MLAP	06/10/2000 10:44:01:56	S	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP180	0	0	0	0	0	0	P	16666	MLAP	06/10/2000 10:44:00:41	S	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP095	0	0	0	0	0	0	P	16667	MLAP	06/10/2000 10:44:03:81	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP065	0	0	0	0	357.20	0	P	16663	MLAP	06/10/2000 10:43:36:19	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP155	0	0	0	0	0	0	P	16661	MLAP	06/10/2000 10:43:25:86	S	
01	PTGR155	01/09/2000 00:00:00	16668	MIDR095	0	1.944	0	0	16920.00	32892.48	C		MLAP	06/10/2000 14:54:12:43	N	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP035	0	0	0	0	35.11	0	P	16666	MLAP	06/10/2000 10:43:56:34	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP200	8360.000	3134.000	0	0	529.26	1658700.84	P	16661	MLAP	06/10/2000 10:43:26:85	S	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP125	0	0	0	0	0	0	P	16667	MLAP	06/10/2000 10:44:05:63	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP175	0	0	0	0	0	0	P	16661	MLAP	06/10/2000 10:43:26:47	S	
01	PTGR176	01/09/2000 00:00:00	16664	MIDR125	0	13.500	0	0	677.15	9141.53	C		MLAP	06/10/2000 14:54:04:68	N	
01	PTGR155	01/09/2000 00:00:00	16668	MIDR100	0	3.780	0	0	3223.89	12186.30	C		MLAP	06/10/2000 14:54:12:7	N	
01	PTGR171	01/09/2000 00:00:00	16669	MIDR115	0	29.400	0	0	7548.74	221932.96	C		MLAP	06/10/2000 14:54:16:82	N	
01	PTGR150	01/09/2000 00:00:00	16661	MAMP190	0	0	0	0	0	0	C	16660	MLAP	06/10/2000 10:43:20:86	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP025	0	0	0	0	402.99	0	P	16663	MLAP	06/10/2000 10:43:34:87	S	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP145	0	0	0	0	0	0	P	16667	MLAP	06/10/2000 10:44:06:18	S	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP130	0	0	0	0	0	0	P	16668	MLAP	06/10/2000 10:44:12	S	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP160	0	0	0	0	0	0	P	16668	MLAP	06/10/2000 10:44:13:04	S	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP175	0	0	0	0	0	0	P	16662	MLAP	06/10/2000 10:43:33:22	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP170	0	0	0	0	31.48	0	P	16661	MLAP	06/10/2000 10:43:26:3	S	
01	PTGR162	01/09/2000 00:00:00	16665	MIDR030	0	11.000	0	0	31.48	346.28	C		MLAP	06/10/2000 14:54:04:9	N	
01	PTGR152	01/09/2000 00:00:00	16663	MIDR115	0	43.560	0	0	7548.74	328823.11	C		MLAP	06/10/2000 14:54:01:99	N	
01	PTGR176	01/09/2000 00:00:00	16667	MAMP080	0	0	0	0	0	0	P	16666	MLAP	06/10/2000 10:43:57:61	S	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP070	0	0	0	0	0	0	P	16668	MLAP	06/10/2000 10:44:09:91	S	
01	PTGR150	01/09/2000 00:00:00	16661	MAMP070	0	0	0	0	0	0	C	16660	MLAP	06/10/2000 10:43:17:18	S	
01	PTGR160	01/09/2000 00:00:00	16666	MIDR070	0	1.800	0	0	11958.76	21525.77	C		MLAP	06/10/2000 14:54:07:26	N	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP050	0	0	0	0	31.16	0	P	16662	MLAP	06/10/2000 10:43:28:72	S	
01	PTGR160	01/09/2000 00:00:00	16666	MAMP115	0	0	0	0	0	0	P	16665	MLAP	06/10/2000 10:43:52:33	S	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP100	0	0	0	0	0	0	P	16667	MLAP	06/10/2000 10:44:04:09	S	
01	PTGR160	01/09/2000 00:00:00	16666	MAMP150	0	0	0	0	0	0	P	16665	MLAP	06/10/2000 10:43:53:32	S	
01	PTGR160	01/09/2000 00:00:00	16666	MIDR065	0	10.800	0	0	130.34	1407.67	C		MLAP	06/10/2000 14:54:06:99	N	
01	PTGR150	01/09/2000 00:00:00	16661	MAMP005	0	0	0	0	0	0	C	16660	MLAP	06/10/2000 10:43:15:32	S	
01	PTGR162	01/09/2000 00:00:00	16665	MIDR055	0	11.880	0	0	1614.22	19176.93	C		MLAP	06/10/2000 14:54:05:17	N	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP030	1422.000	747.000	0	0	291.78	217959.66	P	16667	MLAP	06/10/2000 10:44:02	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP085	0	0	0	0	0	0	P	16663	MLAP	06/10/2000 10:43:36:96	S	
01	PTGR176	01/09/2000 00:00:00	16664	MAMP050	0	0	0	0	31.16	0	P	16663	MLAP	06/10/2000 10:43:35:8	S	
01	PTGR152	01/09/2000 00:00:00	16663	MAMP100	0	0	0	0	0	0	P	16662	MLAP	06/10/2000 10:43:30:25	S	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP045	0	0	0	0	775.32	0	P	16668	MLAP	06/10/2000 10:44:09:25	S	
01	PTGR152	01/09/2000 00:00:00	16663	MIDR125	0	27.000	0	0	677.15	18283.05	C		MLAP	06/10/2000 14:54:02:15	N	
01	PTGR160	01/09/2000 00:00:00	16666	MAMP125	0	0	0	0	0	0	P	16665	MLAP	06/10/2000 10:43:52:61	S	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP010	2324.000	286.000	0	0	869.83	248771.38	P	16668	MLAP	06/10/2000 10:44:08:15	S	
01	PTGR155	01/09/2000 00:00:00	16668	MIDR175	0	32.400	0	0	1555.47	50397.23	C		MLAP	06/10/2000 14:54:14:07	N	
01	PTGR160	01/09/2000 00:00:00	16666	MIDR115	0	4.960	0	0	7548.74	37441.75	C		MLAP	06/10/2000 14:54:08:2	N	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP150	0	0	0	0	0	0	P	16661	MLAP	06/10/2000 10:43:25:75	S	
01	PTGR162	01/09/2000 00:00:00	16665	MAMP080	0	0	0	0	0	0	P	16664	MLAP	06/10/2000 10:43:43:27	S	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP025	0	0	0	0	402.99	0	P	16667	MLAP	06/10/2000 10:44:01:84	S	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP180	0	0	0	0	0	0	P	16667	MLAP	06/10/2000 10:44:07:16	S	
01	PTGR150	01/09/2000 00:00:00	16661	MIDR100	0	1.050	0	0	3223.89	3385.08	C		MLAP	06/10/2000 14:53:57:54	N	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP110	0	0	0	0	0	0	P	16667	MLAP	06/10/2000 10:44:05:19	S	
01	PTGR161	01/09/2000 00:00:00	16662	MAMP110	0	0	0	0	0	0	P	16661	MLAP	06/10/2000 10:43:24:6	S	
01	PTGR155	01/09/2000 00:00:00	16668	MAMP070	0	0	0	0	0	0	P	16667	MLAP	06/10/2000 10:44:03:1	S	
01	PTGR171	01/09/2000 00:00:00	16669	MAMP175	0	0	0	0	0	0	P	16668	MLAP	06/10/2000 10:44:13:48	S	
