id_empresa	id_formula	fecha	cant_producida	n_batches	cant_m_prima_usada	costo_m_prima_usada	costo_unitario_diario	id_usuario	fec_registro
01	PTRP174	03/08/1998 00:00:00	18000.000	10.000	18020.930	5920334.411	328.530	ERSS	24/08/1998 14:37:30:8
01	PTGR120	03/08/1998 00:00:00	16200.000	9.000	16220.714	5856258.778	361.040	ERSS	24/08/1998 14:37:30:42
01	PTGR150	03/08/1998 00:00:00	36000.000	20.000	36034.420	12596893.506	349.580	ERSS	24/08/1998 14:37:30:47
01	PTRP155	03/08/1998 00:00:00	36000.000	20.000	36037.600	12137283.402	336.790	ERSS	24/08/1998 14:37:30:75
01	PTRP134	03/08/1998 00:00:00	14000.000	10.000	14027.100	4561585.668	325.200	ERSS	24/08/1998 14:37:30:64
01	PTGR152	03/08/1998 00:00:00	27000.000	15.000	27019.915	9477592.643	350.760	ERSS	24/08/1998 14:37:30:53
01	PTCI160	03/08/1998 00:00:00	18000.000	10.000	18029.110	6188879.919	343.270	ERSS	24/08/1998 14:37:30:31
01	PTCI150	03/08/1998 00:00:00	27000.000	15.000	27031.665	9450640.992	349.610	ERSS	24/08/1998 14:37:30:2
01	PTCI151	03/08/1998 00:00:00	18000.000	10.000	18021.610	6320177.328	350.700	ERSS	24/08/1998 14:37:30:25
01	PTCI161	03/08/1998 00:00:00	18000.000	10.000	18013.810	6179811.436	343.060	ERSS	24/08/1998 14:37:30:36
01	PTGR170	04/08/1998 00:00:00	5400.000	3.000	5410.533	1818239.516	336.060	ERSS	24/08/1998 14:39:21:92
01	PTGR120	04/08/1998 00:00:00	16200.000	9.000	16223.714	5860834.303	361.250	ERSS	24/08/1998 14:39:21:7
01	PTCI111	04/08/1998 00:00:00	12600.000	7.000	12618.168	4771021.803	378.110	ERSS	24/08/1998 14:39:21:26
01	PTCI160	04/08/1998 00:00:00	18000.000	10.000	18012.510	6185877.035	343.420	ERSS	24/08/1998 14:39:21:59
01	PTCI161	04/08/1998 00:00:00	18000.000	10.000	18006.810	6179343.561	343.170	ERSS	24/08/1998 14:39:21:64
01	PTRP174	04/08/1998 00:00:00	18000.000	10.000	18010.930	5921640.873	328.780	ERSS	24/08/1998 14:39:22:03
01	PTCI150	04/08/1998 00:00:00	10800.000	6.000	10807.026	3781475.419	349.910	ERSS	24/08/1998 14:39:21:42
01	PTCI152	04/08/1998 00:00:00	7200.000	4.000	7206.044	2530538.904	351.170	ERSS	24/08/1998 14:39:21:53
01	PTGR162	04/08/1998 00:00:00	93600.000	52.000	93770.892	32361785.834	345.120	ERSS	24/08/1998 14:39:21:86
01	PTCI151	04/08/1998 00:00:00	18000.000	10.000	18014.010	6322654.878	350.990	ERSS	24/08/1998 14:39:21:48
01	PTRP134	04/08/1998 00:00:00	14000.000	10.000	14019.100	4560295.552	325.290	ERSS	24/08/1998 14:39:21:97
01	PTRP155	04/08/1998 00:00:00	18000.000	10.000	18022.800	6071691.258	336.890	ERSS	24/08/1998 14:39:22:03
01	PTGR150	04/08/1998 00:00:00	30600.000	17.000	30636.407	10724523.066	350.060	ERSS	24/08/1998 14:39:21:81
01	PTCI130	04/08/1998 00:00:00	2800.000	2.000	2810.224	916682.840	326.200	ERSS	24/08/1998 14:39:21:31
01	PTCI133	04/08/1998 00:00:00	9800.000	7.000	9837.884	3322958.391	337.770	ERSS	24/08/1998 14:39:21:37
01	PTGR130	04/08/1998 00:00:00	12600.000	9.000	12620.008	4112887.959	325.900	ERSS	24/08/1998 14:39:21:75
01	PTCI151	05/08/1998 00:00:00	27000.000	15.000	27043.515	9495997.382	351.140	ERSS	24/08/1998 14:40:42:66
01	PTGR142	05/08/1998 00:00:00	9000.000	5.000	9019.440	3007366.066	333.430	ERSS	24/08/1998 14:40:44:64
01	PTGR162	05/08/1998 00:00:00	93600.000	52.000	93735.892	32349008.094	345.110	ERSS	24/08/1998 14:40:45:35
01	PTGR120	05/08/1998 00:00:00	5400.000	3.000	5417.238	1958095.021	361.460	ERSS	24/08/1998 14:40:44:03
01	PTCI160	05/08/1998 00:00:00	36000.000	20.000	36028.020	12371727.450	343.390	ERSS	24/08/1998 14:40:42:71
01	PTCI161	05/08/1998 00:00:00	27000.000	15.000	27032.215	9282385.496	343.380	ERSS	24/08/1998 14:40:43:1
01	PTGR150	05/08/1998 00:00:00	16200.000	9.000	16220.039	5677832.870	350.050	ERSS	24/08/1998 14:40:44:86
01	PTCI165	05/08/1998 00:00:00	9000.000	5.000	9007.105	3080727.543	342.030	ERSS	24/08/1998 14:40:43:76
01	PTGR170	05/08/1998 00:00:00	21600.000	12.000	21635.132	7274747.492	336.250	ERSS	24/08/1998 14:40:45:4
01	PTGR155	05/08/1998 00:00:00	14400.000	8.000	14408.240	4856932.116	337.090	ERSS	24/08/1998 14:40:45:3
01	PTGR152	05/08/1998 00:00:00	16200.000	9.000	16212.349	5695486.718	351.310	ERSS	24/08/1998 14:40:45:19
01	PTCI150	05/08/1998 00:00:00	16200.000	9.000	16219.039	5678128.020	350.090	ERSS	24/08/1998 14:40:42:27
01	PTRP192	05/08/1998 00:00:00	1400.000	1.000	1404.076	439367.686	312.920	ERSS	24/08/1998 14:40:45:46
01	PTCI164	05/08/1998 00:00:00	9000.000	5.000	9019.955	3090768.783	342.660	ERSS	24/08/1998 14:40:43:48
01	PTGR120	06/08/1998 00:00:00	1800.000	1.000	1804.746	658391.588	364.810	ERSS	24/08/1998 14:42:29:82
01	PTCI150	06/08/1998 00:00:00	36000.000	20.000	36042.420	12616559.136	350.050	ERSS	24/08/1998 14:42:29:65
01	PTGR142	06/08/1998 00:00:00	14400.000	8.000	14424.104	4829661.755	334.830	ERSS	24/08/1998 14:42:29:87
01	PTCI151	06/08/1998 00:00:00	9000.000	5.000	9018.505	3165730.314	351.030	ERSS	24/08/1998 14:42:29:71
01	PTGR150	06/08/1998 00:00:00	45000.000	25.000	45029.775	15862353.352	352.260	ERSS	24/08/1998 14:42:29:93
01	PTRP134	06/08/1998 00:00:00	28000.000	20.000	28061.200	9127033.184	325.250	ERSS	24/08/1998 14:42:30:37
01	PTRL153	06/08/1998 00:00:00	3600.000	2.000	3608.154	1302751.781	361.060	ERSS	24/08/1998 14:42:30:15
01	PTRP123	06/08/1998 00:00:00	3600.000	2.000	3605.400	1246872.674	345.830	ERSS	24/08/1998 14:42:30:31
01	PTGR162	06/08/1998 00:00:00	48600.000	27.000	48622.617	16856321.714	346.680	ERSS	24/08/1998 14:42:30:04
01	PTCI160	06/08/1998 00:00:00	36000.000	20.000	36030.020	12374419.630	343.450	ERSS	24/08/1998 14:42:29:76
01	PTGR155	06/08/1998 00:00:00	3600.000	2.000	3610.560	1218306.180	337.430	ERSS	24/08/1998 14:42:30:04
01	PTGR176	06/08/1998 00:00:00	36000.000	20.000	36012.420	12273177.184	340.800	ERSS	24/08/1998 14:42:30:15
01	PTRL172	06/08/1998 00:00:00	1800.000	1.000	1800.687	632718.514	351.380	ERSS	24/08/1998 14:42:30:26
01	PTRL154	06/08/1998 00:00:00	5400.000	3.000	5410.481	1919949.347	354.860	ERSS	24/08/1998 14:42:30:2
01	PTRP174	06/08/1998 00:00:00	9000.000	5.000	9012.965	2962273.676	328.670	ERSS	24/08/1998 14:42:30:42
01	PTGR152	06/08/1998 00:00:00	27000.000	15.000	27034.915	9496064.643	351.250	ERSS	24/08/1998 14:42:29:98
01	PTGR170	08/08/1998 00:00:00	7200.000	4.000	7205.044	2437181.191	338.260	ERSS	24/08/1998 14:43:51:93
01	PTGR150	08/08/1998 00:00:00	9000.000	5.000	9005.355	3171973.976	352.230	ERSS	24/08/1998 14:43:51:82
01	PTGR155	08/08/1998 00:00:00	9000.000	5.000	9028.400	3041889.244	336.920	ERSS	24/08/1998 14:43:51:88
01	PTRP155	08/08/1998 00:00:00	36000.000	20.000	36032.600	12141973.046	336.970	ERSS	24/08/1998 14:43:51:99
01	PTCI151	10/08/1998 00:00:00	27000.000	15.000	27023.515	9512366.042	352.000	ERSS	24/08/1998 14:45:09:76
01	PTGA501	10/08/1998 00:00:00	2760.000	3.000	2768.000	739656.010	267.220	ERSS	24/08/1998 14:45:09:87
01	PTGA500	10/08/1998 00:00:00	920.000	1.000	922.000	213062.390	231.090	ERSS	24/08/1998 14:45:09:82
01	PTGR142	10/08/1998 00:00:00	16200.000	9.000	16222.992	5419287.278	334.050	ERSS	24/08/1998 14:45:09:98
01	PTGR152	10/08/1998 00:00:00	54000.000	30.000	54029.830	19012588.957	351.890	ERSS	24/08/1998 14:45:10:04
01	PTGR120	10/08/1998 00:00:00	12600.000	7.000	12635.222	4568333.966	361.560	ERSS	24/08/1998 14:45:09:93
01	PTCI120	10/08/1998 00:00:00	3600.000	2.000	3604.492	1304345.956	361.870	ERSS	24/08/1998 14:45:09:71
01	PTRP134	10/08/1998 00:00:00	28000.000	20.000	28058.200	9117161.384	324.940	ERSS	24/08/1998 14:45:10:31
01	PTRP174	10/08/1998 00:00:00	19800.000	11.000	19847.123	6514887.947	328.250	ERSS	24/08/1998 14:45:10:37
01	PTGR155	10/08/1998 00:00:00	21600.000	12.000	21621.360	7277625.948	336.590	ERSS	24/08/1998 14:45:10:09
01	PTGR170	10/08/1998 00:00:00	32400.000	18.000	32431.198	10945750.813	337.510	ERSS	24/08/1998 14:45:10:2
01	PTGR162	10/08/1998 00:00:00	32400.000	18.000	32432.078	11235892.599	346.440	ERSS	24/08/1998 14:45:10:15
01	PTGR174	10/08/1998 00:00:00	9000.000	5.000	9019.965	2961214.106	328.300	ERSS	24/08/1998 14:45:10:26
01	PTCI120	11/08/1998 00:00:00	12600.000	7.000	12625.222	4563448.272	361.450	ERSS	24/08/1998 14:47:41:19
01	PTCI130	11/08/1998 00:00:00	15400.000	11.000	15431.232	5022277.010	325.460	ERSS	24/08/1998 14:47:41:25
01	PTCI152	11/08/1998 00:00:00	18000.000	10.000	18005.610	6334346.771	351.800	ERSS	24/08/1998 14:47:41:36
01	PTGR162	11/08/1998 00:00:00	64800.000	36.000	64893.156	22536559.006	347.290	ERSS	24/08/1998 14:47:41:58
01	PTCI160	11/08/1998 00:00:00	36000.000	20.000	36022.020	12410368.255	344.520	ERSS	24/08/1998 14:47:41:41
01	PTGR150	11/08/1998 00:00:00	43200.000	24.000	43234.104	15229960.237	352.270	ERSS	24/08/1998 14:47:41:52
01	PTCI161	11/08/1998 00:00:00	28800.000	16.000	28815.496	9930803.956	344.630	ERSS	24/08/1998 14:47:41:47
01	PTCI151	11/08/1998 00:00:00	36000.000	20.000	36067.020	12691196.513	351.880	ERSS	24/08/1998 14:47:41:3
01	PTGR162	12/08/1998 00:00:00	27000.000	15.000	27024.515	9295998.296	343.980	ERSS	24/08/1998 14:49:58:12
01	PTGR190	12/08/1998 00:00:00	7000.000	7.000	6995.680	1614409.963	230.770	ERSS	24/08/1998 14:49:58:34
01	PTGR150	12/08/1998 00:00:00	16200.000	9.000	16215.799	5654899.905	348.730	ERSS	24/08/1998 14:49:57:96
01	PTGR174	12/08/1998 00:00:00	7200.000	4.000	7204.772	2350268.118	326.210	ERSS	24/08/1998 14:49:58:23
01	PTGR170	12/08/1998 00:00:00	7200.000	4.000	7204.564	2414665.746	335.160	ERSS	24/08/1998 14:49:58:18
01	PTGR176	12/08/1998 00:00:00	10800.000	6.000	10809.506	3650227.385	337.690	ERSS	24/08/1998 14:49:58:28
01	PTGR130	12/08/1998 00:00:00	11200.000	8.000	11215.896	3631062.926	323.740	ERSS	24/08/1998 14:49:57:9
01	PTGR111	12/08/1998 00:00:00	7200.000	4.000	7202.656	2692006.286	373.750	ERSS	24/08/1998 14:49:57:85
01	PTGR155	12/08/1998 00:00:00	14400.000	8.000	14405.240	4811574.449	334.020	ERSS	24/08/1998 14:49:58:12
01	PTRP174	12/08/1998 00:00:00	16200.000	9.000	16201.737	5283593.573	326.110	ERSS	24/08/1998 14:49:58:39
01	PTCI161	12/08/1998 00:00:00	7200.000	4.000	7213.684	2466098.963	341.860	ERSS	24/08/1998 14:49:57:79
01	PTGR152	12/08/1998 00:00:00	16200.000	9.000	16218.119	5674130.950	349.860	ERSS	24/08/1998 14:49:58:01
01	PTRP134	13/08/1998 00:00:00	11200.000	8.000	11295.280	3646647.131	322.850	ERSS	24/08/1998 14:51:42:42
01	PTRL110	13/08/1998 00:00:00	3600.000	2.000	3600.788	1358793.475	377.360	ERSS	24/08/1998 14:51:42:31
01	PTGR162	13/08/1998 00:00:00	61200.000	34.000	61241.834	21048443.982	343.690	ERSS	24/08/1998 14:51:42:15
01	PTGR176	13/08/1998 00:00:00	16200.000	9.000	16215.759	5470777.403	337.370	ERSS	24/08/1998 14:51:42:26
01	PTGR150	13/08/1998 00:00:00	32400.000	18.000	32433.598	11305369.361	348.570	ERSS	24/08/1998 14:51:42:04
01	PTCI160	13/08/1998 00:00:00	36000.000	20.000	36019.620	12320626.185	342.050	ERSS	24/08/1998 14:51:41:82
01	PTRP155	13/08/1998 00:00:00	36000.000	20.000	36040.600	12028808.282	333.760	ERSS	24/08/1998 14:51:42:48
01	PTCI161	13/08/1998 00:00:00	37800.000	21.000	37841.341	12926873.663	341.610	ERSS	24/08/1998 14:51:41:87
01	PTCI165	13/08/1998 00:00:00	9000.000	5.000	9003.105	3066559.664	340.610	ERSS	24/08/1998 14:51:41:98
01	PTRP192	13/08/1998 00:00:00	2800.000	2.000	2809.152	873537.693	310.960	ERSS	24/08/1998 14:51:42:59
01	PTGR170	13/08/1998 00:00:00	14400.000	8.000	14416.128	4828027.922	334.900	ERSS	24/08/1998 14:51:42:2
01	PTRP123	13/08/1998 00:00:00	3600.000	2.000	3599.400	1230859.336	341.960	ERSS	24/08/1998 14:51:42:37
01	PTCI164	13/08/1998 00:00:00	9000.000	5.000	9010.955	3074792.736	341.230	ERSS	24/08/1998 14:51:41:93
01	PTRP191	13/08/1998 00:00:00	21000.000	15.000	21029.640	6441192.124	306.290	ERSS	24/08/1998 14:51:42:59
01	PTRP156	13/08/1998 00:00:00	18000.000	10.000	18033.800	6103708.686	338.460	ERSS	24/08/1998 14:51:42:53
01	PTGR162	14/08/1998 00:00:00	48600.000	27.000	48770.702	16693571.398	342.290	ERSS	24/08/1998 14:55:18:06
01	PTRP174	14/08/1998 00:00:00	36000.000	20.000	36036.860	11682442.861	324.180	ERSS	24/08/1998 14:55:18:28
01	PTCI151	14/08/1998 00:00:00	18000.000	10.000	18013.310	6287437.687	349.040	ERSS	24/08/1998 14:55:17:84
01	PTRP175	14/08/1998 00:00:00	7200.000	4.000	7213.372	2436616.088	337.790	ERSS	24/08/1998 14:55:18:34
01	PTRP155	14/08/1998 00:00:00	36000.000	20.000	36035.600	12017868.062	333.500	ERSS	24/08/1998 14:55:18:23
01	PTRL153	14/08/1998 00:00:00	7200.000	4.000	7211.988	2573707.271	356.870	ERSS	24/08/1998 14:55:18:12
01	PTCI152	14/08/1998 00:00:00	7200.000	4.000	7201.164	2516034.822	349.390	ERSS	24/08/1998 14:55:17:9
01	PTCI160	14/08/1998 00:00:00	36000.000	20.000	36042.440	12281280.466	340.740	ERSS	24/08/1998 14:55:17:95
01	PTRL154	14/08/1998 00:00:00	7200.000	4.000	7219.200	2536691.976	351.380	ERSS	24/08/1998 14:55:18:17
01	PTGR162	15/08/1998 00:00:00	19800.000	11.000	19815.612	6781378.702	342.220	ERSS	24/08/1998 14:57:06:1
01	PTGR152	15/08/1998 00:00:00	32400.000	18.000	32422.076	11281890.825	347.970	ERSS	24/08/1998 14:57:06:04
01	PTGR150	15/08/1998 00:00:00	16200.000	9.000	16203.128	5619323.879	346.800	ERSS	24/08/1998 14:57:05:99
01	PTGR130	15/08/1998 00:00:00	15400.000	11.000	15431.612	5018085.310	325.180	ERSS	24/08/1998 14:57:05:93
01	PTCI161	18/08/1998 00:00:00	36000.000	20.000	36024.420	12133470.838	336.810	ERSS	24/08/1998 14:59:46:65
01	PTCI151	18/08/1998 00:00:00	36000.000	20.000	36044.440	12376931.258	343.380	ERSS	24/08/1998 14:59:46:48
01	PTCI160	18/08/1998 00:00:00	63000.000	35.000	63074.020	21203216.994	336.160	ERSS	24/08/1998 14:59:46:59
01	PTGR170	18/08/1998 00:00:00	32400.000	18.000	32428.376	10673981.449	329.160	ERSS	24/08/1998 14:59:46:92
01	PTGR155	18/08/1998 00:00:00	16200.000	9.000	16210.520	5337719.089	329.280	ERSS	24/08/1998 14:59:46:81
01	PTGR162	18/08/1998 00:00:00	48600.000	27.000	48646.927	16500215.568	339.180	ERSS	24/08/1998 14:59:46:87
01	PTGR176	18/08/1998 00:00:00	16200.000	9.000	16205.759	5396464.247	333.000	ERSS	24/08/1998 14:59:46:92
01	PTGR150	18/08/1998 00:00:00	50400.000	28.000	50440.428	17337191.134	343.720	ERSS	24/08/1998 14:59:46:76
01	PTGR111	18/08/1998 00:00:00	9000.000	5.000	9009.820	3300181.890	366.290	ERSS	24/08/1998 14:59:46:7
01	PTRP134	19/08/1998 00:00:00	28000.000	20.000	28036.200	8926471.000	318.390	ERSS	24/08/1998 15:01:42:54
01	PTCI150	19/08/1998 00:00:00	36000.000	20.000	36005.020	12371262.568	343.600	ERSS	24/08/1998 15:01:42:05
01	PTRP155	19/08/1998 00:00:00	36000.000	20.000	36042.600	11869539.714	329.320	ERSS	24/08/1998 15:01:42:59
01	PTRL154	19/08/1998 00:00:00	3600.000	2.000	3600.654	1259785.467	349.880	ERSS	24/08/1998 15:01:42:48
01	PTGR150	19/08/1998 00:00:00	16200.000	9.000	16217.209	5573045.520	343.650	ERSS	24/08/1998 15:01:42:26
01	PTGR120	19/08/1998 00:00:00	12600.000	7.000	12592.872	4514570.986	358.500	ERSS	24/08/1998 15:01:42:16
01	PTGR162	19/08/1998 00:00:00	64800.000	36.000	64883.236	22000808.117	339.080	ERSS	24/08/1998 15:01:42:32
01	PTRL153	19/08/1998 00:00:00	9000.000	5.000	9016.985	3189397.500	353.710	ERSS	24/08/1998 15:01:42:43
01	PTGR142	19/08/1998 00:00:00	16200.000	9.000	16224.892	5387702.980	332.060	ERSS	24/08/1998 15:01:42:21
01	PTCI111	19/08/1998 00:00:00	3600.000	2.000	3603.048	1318992.896	366.080	ERSS	24/08/1998 15:01:41:94
01	PTCI170	19/08/1998 00:00:00	10800.000	6.000	10888.846	3638078.473	334.110	ERSS	24/08/1998 15:01:42:1
01	PTRL110	19/08/1998 00:00:00	1800.000	1.000	1804.314	668386.918	370.440	ERSS	24/08/1998 15:01:42:37
01	PTCI120	19/08/1998 00:00:00	16200.000	9.000	16113.264	5738738.734	356.150	ERSS	24/08/1998 15:01:41:99
01	PTRP191	19/08/1998 00:00:00	21000.000	15.000	21033.790	6409412.772	304.720	ERSS	24/08/1998 15:01:42:65
01	PTGR162	20/08/1998 00:00:00	64800.000	36.000	64911.236	22012105.147	339.110	ERSS	24/08/1998 15:04:28:58
01	PTCI130	20/08/1998 00:00:00	7000.000	5.000	7020.460	2255577.423	321.290	ERSS	24/08/1998 15:04:28:03
01	PTRP192	20/08/1998 00:00:00	2800.000	2.000	2807.172	869572.172	309.770	ERSS	24/08/1998 15:04:29:18
01	PTCI164	20/08/1998 00:00:00	9000.000	5.000	9010.655	3028165.725	336.060	ERSS	24/08/1998 15:04:28:3
01	PTGR170	20/08/1998 00:00:00	5400.000	3.000	5407.423	1786735.562	330.420	ERSS	24/08/1998 15:04:28:63
01	PTGR142	20/08/1998 00:00:00	7200.000	4.000	7206.952	2392128.116	331.920	ERSS	24/08/1998 15:04:28:41
01	PTCI152	20/08/1998 00:00:00	1800.000	1.000	1800.291	620974.582	344.930	ERSS	24/08/1998 15:04:28:14
01	PTRP175	20/08/1998 00:00:00	9000.000	5.000	9017.465	2947894.868	326.910	ERSS	24/08/1998 15:04:29:13
01	PTGR176	20/08/1998 00:00:00	16200.000	9.000	16214.759	5398546.147	332.940	ERSS	24/08/1998 15:04:28:8
01	PTRL173	20/08/1998 00:00:00	1800.000	1.000	1804.687	616856.207	341.810	ERSS	24/08/1998 15:04:28:91
01	PTGR190	20/08/1998 00:00:00	5000.000	5.000	4996.200	1152190.145	230.610	ERSS	24/08/1998 15:04:28:85
01	PTCI151	20/08/1998 00:00:00	18000.000	10.000	18013.310	6205417.133	344.490	ERSS	24/08/1998 15:04:28:08
01	PTCI160	20/08/1998 00:00:00	10800.000	6.000	10812.086	3646023.012	337.220	ERSS	24/08/1998 15:04:28:19
01	PTCI161	20/08/1998 00:00:00	36000.000	20.000	36042.420	12135705.538	336.710	ERSS	24/08/1998 15:04:28:25
01	PTGR155	20/08/1998 00:00:00	27000.000	15.000	27032.200	8900027.658	329.240	ERSS	24/08/1998 15:04:28:52
01	PTRP156	20/08/1998 00:00:00	3600.000	2.000	3606.360	1204508.218	334.000	ERSS	24/08/1998 15:04:29:02
01	PTRP174	20/08/1998 00:00:00	36000.000	20.000	36040.860	11613295.833	322.230	ERSS	24/08/1998 15:04:29:07
01	PTCI165	20/08/1998 00:00:00	10800.000	6.000	10808.306	3628877.751	335.750	ERSS	24/08/1998 15:04:28:36
01	PTRP123	20/08/1998 00:00:00	3600.000	2.000	3607.360	1216511.114	337.230	ERSS	24/08/1998 15:04:28:96
01	PTGR174	20/08/1998 00:00:00	27000.000	15.000	27082.895	8722578.345	322.070	ERSS	24/08/1998 15:04:28:74
01	PTRP174	21/08/1998 00:00:00	7200.000	4.000	7209.720	2325489.557	322.550	ERSS	24/08/1998 15:06:08:71
01	PTRP134	21/08/1998 00:00:00	14000.000	10.000	14017.100	4466556.130	318.650	ERSS	24/08/1998 15:06:08:6
01	PTRP155	21/08/1998 00:00:00	36000.000	20.000	36050.600	11883454.574	329.630	ERSS	24/08/1998 15:06:08:65
01	PTGR170	21/08/1998 00:00:00	27000.000	15.000	27025.115	8932906.428	330.540	ERSS	24/08/1998 15:06:08:49
01	PTGR190	21/08/1998 00:00:00	4000.000	4.000	3999.960	922546.012	230.640	ERSS	24/08/1998 15:06:08:54
01	PTGR162	21/08/1998 00:00:00	39600.000	22.000	39641.662	13546298.940	341.720	ERSS	24/08/1998 15:06:08:43
01	PTCI161	21/08/1998 00:00:00	21600.000	12.000	21620.092	7319458.175	338.550	ERSS	24/08/1998 15:06:08:38
01	PTCI160	21/08/1998 00:00:00	25200.000	14.000	25230.534	8518396.871	337.620	ERSS	24/08/1998 15:06:08:32
01	PTGR150	22/08/1998 00:00:00	39600.000	22.000	39646.082	13726206.974	346.220	ERSS	27/08/1998 08:19:57:83
01	PTCI150	22/08/1998 00:00:00	27000.000	15.000	27014.965	9354992.674	346.290	ERSS	27/08/1998 08:19:57:83
01	PTRP174	22/08/1998 00:00:00	10800.000	6.000	10812.080	3474376.965	321.340	ERSS	27/08/1998 08:19:57:88
01	PTGR176	24/08/1998 00:00:00	16200.000	9.000	16203.309	5408025.531	333.760	ERSS	27/08/1998 08:34:32:52
01	PTCI160	24/08/1998 00:00:00	27000.000	15.000	27032.865	9127812.693	337.660	ERSS	27/08/1998 08:34:32:19
01	PTGR174	24/08/1998 00:00:00	1800.000	1.000	1805.193	580920.729	321.810	ERSS	27/08/1998 08:34:32:46
01	PTGA500	24/08/1998 00:00:00	920.000	1.000	922.000	208348.520	225.970	ERSS	27/08/1998 08:34:32:24
01	PTGR150	24/08/1998 00:00:00	34200.000	19.000	34223.889	11848891.077	346.220	ERSS	27/08/1998 08:34:32:35
01	PTGA501	24/08/1998 00:00:00	2760.000	3.000	2765.000	698890.780	252.760	ERSS	27/08/1998 08:34:32:3
01	PTGR120	24/08/1998 00:00:00	18000.000	10.000	18028.560	6427665.782	356.530	ERSS	27/08/1998 08:34:32:3
01	PTGR152	24/08/1998 00:00:00	39600.000	22.000	39655.542	13780673.781	347.510	ERSS	27/08/1998 08:34:32:41
01	PTRP155	24/08/1998 00:00:00	5400.000	3.000	5407.840	1779166.661	329.000	ERSS	27/08/1998 08:34:32:57
01	PTRP156	24/08/1998 00:00:00	5400.000	3.000	5412.540	1805594.921	333.590	ERSS	27/08/1998 08:34:32:57
01	PTGR162	24/08/1998 00:00:00	73800.000	41.000	73902.961	25196927.259	340.950	ERSS	27/08/1998 08:34:32:46
01	PTGR130	24/08/1998 00:00:00	8400.000	6.000	8420.032	2706027.246	321.380	ERSS	27/08/1998 08:34:32:35
01	PTGR155	25/08/1998 00:00:00	14400.000	8.000	14418.240	4744069.053	329.030	ERSS	27/08/1998 08:41:23:19
01	PTGR130	25/08/1998 00:00:00	14000.000	10.000	14033.720	4508345.354	321.250	ERSS	27/08/1998 08:41:23:08
01	PTGR174	25/08/1998 00:00:00	14400.000	8.000	14428.544	4644668.631	321.910	ERSS	27/08/1998 08:41:23:25
01	PTGR176	25/08/1998 00:00:00	16200.000	9.000	16206.309	5409107.008	333.770	ERSS	27/08/1998 08:41:23:3
01	PTCI160	25/08/1998 00:00:00	36000.000	20.000	36039.820	12171617.004	337.730	ERSS	27/08/1998 08:41:23:03
01	PTRP155	25/08/1998 00:00:00	12600.000	7.000	12609.960	4149510.803	329.070	ERSS	27/08/1998 08:41:23:41
01	PTRL172	25/08/1998 00:00:00	12600.000	7.000	12626.219	4341307.292	343.830	ERSS	27/08/1998 08:41:23:36
01	PTGR150	25/08/1998 00:00:00	48600.000	27.000	48633.737	16774249.116	344.910	ERSS	27/08/1998 08:41:23:14
01	PTGR152	25/08/1998 00:00:00	57600.000	32.000	57641.152	20029897.482	347.490	ERSS	27/08/1998 08:41:23:14
01	PTCI161	25/08/1998 00:00:00	18000.000	10.000	18461.410	6223604.301	337.110	ERSS	27/08/1998 08:41:23:03
01	PTGR170	25/08/1998 00:00:00	14400.000	8.000	14421.808	4764551.448	330.370	ERSS	27/08/1998 08:41:23:25
01	PTCI150	25/08/1998 00:00:00	18000.000	10.000	18024.310	6217477.416	344.950	ERSS	27/08/1998 08:41:22:97
01	PTRP134	25/08/1998 00:00:00	16800.000	12.000	16824.920	5349864.299	317.970	ERSS	27/08/1998 08:41:23:36
01	PTGR111	26/08/1998 00:00:00	9000.000	5.000	9017.770	3300977.058	366.050	ERSS	27/08/1998 17:14:00:81
01	PTGR150	26/08/1998 00:00:00	9000.000	5.000	9003.655	3104624.333	344.820	ERSS	27/08/1998 17:14:00:87
01	PTCI152	26/08/1998 00:00:00	10800.000	6.000	10808.966	3756534.427	347.540	ERSS	27/08/1998 17:14:00:76
01	PTGR152	26/08/1998 00:00:00	59400.000	33.000	59468.313	20667004.590	347.530	ERSS	27/08/1998 17:14:00:87
01	PTRP191	26/08/1998 00:00:00	21000.000	15.000	21015.790	6395486.794	304.320	ERSS	27/08/1998 17:14:01:03
01	PTRP155	26/08/1998 00:00:00	36000.000	20.000	36035.600	11853401.558	328.940	ERSS	27/08/1998 17:14:00:98
01	PTRP174	26/08/1998 00:00:00	36000.000	20.000	36037.600	11600647.398	321.900	ERSS	27/08/1998 17:14:00:98
01	PTCI142	26/08/1998 00:00:00	14400.000	8.000	14409.264	4775471.063	331.420	ERSS	27/08/1998 17:14:00:7
01	PTGR162	26/08/1998 00:00:00	48600.000	27.000	48651.267	16587868.477	340.950	ERSS	27/08/1998 17:14:00:92
01	PTRP134	26/08/1998 00:00:00	11200.000	8.000	11235.280	3572746.279	317.990	ERSS	27/08/1998 17:14:00:92
01	PTCI111	26/08/1998 00:00:00	1800.000	1.000	1806.014	660466.869	365.700	ERSS	27/08/1998 17:14:00:65
01	PTCI161	26/08/1998 00:00:00	27000.000	15.000	27026.115	9130966.411	337.860	ERSS	27/08/1998 17:14:00:76
01	PTCI120	26/08/1998 00:00:00	23400.000	13.000	23411.228	8344902.760	356.450	ERSS	27/08/1998 17:14:00:65
01	PTGR162	27/08/1998 00:00:00	18000.000	10.000	18019.210	6143589.669	340.950	ERSS	31/08/1998 16:48:21:36
