id_empresa	id_formula	fecha	orden_empaque	id_ingrediente	cantidad_digitada	cant_calculada	cant_formula_total	cant_formula_batche	costo_unitario	costo_total	tipo_registro	orden_empaq_anterior	id_usuario	fec_registro	ind_macro
01	PTCI111	27/07/1998 00:00:00	8642	MAMP020	209960.000	0	0	0	510.00	0	P	8641	ERSS	24/08/1998 14:03:44:49	S
01	PTCI111	27/07/1998 00:00:00	8642	MAMP025	1114.000	0	0	0	258.01	0	P	8641	ERSS	24/08/1998 14:03:44:55	S
01	PTCI111	27/07/1998 00:00:00	8642	MAMP030	93536.000	0	0	0	160.39	0	P	8641	ERSS	24/08/1998 14:03:44:6	S
01	PTCI111	27/07/1998 00:00:00	8642	MAMP035	562.000	0	0	0	22.00	0	P	8641	ERSS	24/08/1998 14:03:44:66	S
01	PTCI111	27/07/1998 00:00:00	8642	MAMP040	827780.000	2539.000	0	0	429.77	1091186.03	P	8641	ERSS	24/08/1998 14:03:44:71	S
01	PTCI111	27/07/1998 00:00:00	8642	MAMP045	212622.000	783.000	0	0	524.61	410769.63	P	8641	ERSS	24/08/1998 14:03:44:71	S
01	PTCI111	27/07/1998 00:00:00	8642	MAMP050	10231.000	137.000	0	0	51.25	7021.25	P	8641	ERSS	24/08/1998 14:03:44:77	S
01	PTCI111	27/07/1998 00:00:00	8642	MAMP055	434808.000	0	0	0	40.86	0	P	8641	ERSS	24/08/1998 14:03:44:82	S
01	PTCI111	27/07/1998 00:00:00	8642	MAMP060	0	0	0	0	45.00	0	P	8641	ERSS	24/08/1998 14:03:44:88	S
01	PTCI111	27/07/1998 00:00:00	8642	MIDR020	0	13.700	0	0	4334.93	59388.54	C		ERSS	24/08/1998 14:05:02:49	N
01	PTCI111	27/07/1998 00:00:00	8642	MIDR030	0	5.000	0	0	11.00	55.00	C		ERSS	24/08/1998 14:05:02:6	N
01	PTCI111	27/07/1998 00:00:00	8642	MIDR050	0	3.600	0	0	22096.12	79546.03	C		ERSS	24/08/1998 14:05:02:6	N
01	PTCI111	27/07/1998 00:00:00	8642	MIDR055	0	5.400	0	0	1207.00	6517.80	C		ERSS	24/08/1998 14:05:02:65	N
01	PTCI111	27/07/1998 00:00:00	8642	MIDR065	0	27.000	0	0	100.00	2700.00	C		ERSS	24/08/1998 14:05:02:71	N
01	PTCI111	27/07/1998 00:00:00	8642	MIDR085	0	3.600	0	0	1391.05	5007.78	C		ERSS	24/08/1998 14:05:02:76	N
01	PTCI111	27/07/1998 00:00:00	8642	MIDR090	0	0.270	0	0	30965.00	8360.55	C		ERSS	24/08/1998 14:05:02:82	N
01	PTCI111	27/07/1998 00:00:00	8642	MIDR095	0	0.450	0	0	13762.00	6192.90	C		ERSS	24/08/1998 14:05:02:87	N
01	PTCI111	27/07/1998 00:00:00	8642	MIDR130	0	1.050	0	0	2950.00	3097.50	C		ERSS	24/08/1998 14:05:02:87	N
01	PTCI111	04/08/1998 00:00:00	8734	MAMP000	310057.000	7374.000	0	0	304.39	2244571.86	P	8733	ERSS	24/08/1998 14:38:42:1	S
01	PTCI111	04/08/1998 00:00:00	8734	MAMP005	0	0	0	0	0	0	P	8733	ERSS	24/08/1998 14:38:42:15	S
01	PTCI111	04/08/1998 00:00:00	8734	MAMP010	5464.000	245.000	0	0	495.54	121407.30	P	8733	ERSS	24/08/1998 14:38:42:21	S
01	PTCI111	04/08/1998 00:00:00	8734	MAMP015	6602.000	231.000	0	0	869.78	200919.18	P	8733	ERSS	24/08/1998 14:38:42:26	S
01	PTCI111	04/08/1998 00:00:00	8734	MAMP020	17168.000	0	0	0	510.00	0	P	8733	ERSS	24/08/1998 14:38:42:32	S
